sequence,iso,unix,euid,ranging,fpAmp1,fpAmp2,fpAmp3,ldeThreshold,maxGrowthCIR,stdNoise,preamCount,timeouts,rxmsgs
11,2016-03-02 20:15:51.226902,1456946151.226902,DECA020000000002,1.138361,14230,16328,15626,1610,8499,60,242,3,1611
11,2016-03-02 20:15:51.242502,1456946151.242502,DECA020000000003,1.083868,14325,14302,10609,1368,6061,56,229,3,1613
12,2016-03-02 20:15:51.258102,1456946151.258102,DECA020000000002,1.132498,15434,15803,11409,1548,7924,60,238,3,1615
12,2016-03-02 20:15:51.273702,1456946151.273702,DECA020000000003,1.058071,8184,15219,14715,1132,6176,44,230,3,1617
13,2016-03-02 20:15:51.289302,1456946151.289302,DECA020000000002,1.132498,14121,15278,13532,1545,7497,60,233,3,1619
13,2016-03-02 20:15:51.304902,1456946151.304902,DECA020000000003,1.062762,14727,14930,8602,1284,6231,52,234,3,1621
14,2016-03-02 20:15:51.320502,1456946151.320502,DECA020000000002,1.170021,15179,14985,8847,1544,7461,60,232,3,1623
14,2016-03-02 20:15:51.336102,1456946151.336102,DECA020000000003,1.115528,13236,15741,12405,1230,6500,48,236,3,1625
15,2016-03-02 20:15:51.351702,1456946151.351702,DECA020000000002,1.120772,15419,14761,9201,1543,7680,60,237,3,1627
15,2016-03-02 20:15:51.367302,1456946151.367302,DECA020000000003,1.076833,10016,15237,14372,1037,6241,40,229,3,1629
16,2016-03-02 20:15:51.382902,1456946151.382902,DECA020000000002,1.143051,13320,15326,15267,1440,7922,56,235,3,1631
16,2016-03-02 20:15:51.398502,1456946151.398502,DECA020000000003,1.075660,14435,14496,10276,1184,6008,48,229,3,1633
17,2016-03-02 20:15:51.429702,1456946151.429702,DECA020000000002,1.134843,14283,15695,13114,1499,7504,56,234,3,1635
17,2016-03-02 20:15:51.429702,1456946151.429702,DECA020000000003,1.110838,14333,16020,12810,1328,6602,52,239,3,1637
18,2016-03-02 20:15:51.460902,1456946151.460902,DECA020000000002,1.170021,15089,16016,9397,1552,7762,60,241,3,1639
18,2016-03-02 20:15:51.460902,1456946151.460902,DECA020000000003,1.068625,10066,15259,14363,1043,6240,40,231,3,1641
19,2016-03-02 20:15:51.492102,1456946151.492102,DECA020000000002,1.147741,14363,15458,11883,1542,7436,60,232,3,1643
19,2016-03-02 20:15:51.507702,1456946151.507702,DECA020000000003,1.087386,13735,15568,12338,1234,6182,48,231,3,1645
20,2016-03-02 20:15:51.523302,1456946151.523302,DECA020000000002,1.150087,15907,14870,9432,1539,7941,60,238,3,1647
20,2016-03-02 20:15:51.538902,1456946151.538902,DECA020000000003,1.099112,11060,15781,13993,1235,6311,48,237,3,1649
21,2016-03-02 20:15:51.554502,1456946151.554502,DECA020000000002,1.158295,14716,15229,13760,1476,7915,60,238,3,1651
21,2016-03-02 20:15:51.570102,1456946151.570102,DECA020000000003,1.074488,14763,15240,9406,1235,6294,48,230,3,1653
22,2016-03-02 20:15:51.585702,1456946151.585702,DECA020000000002,1.115528,15492,15674,10611,1542,7739,60,236,3,1655
22,2016-03-02 20:15:51.601302,1456946151.601302,DECA020000000003,1.094422,14254,15074,12045,1084,6447,44,237,3,1657
23,2016-03-02 20:15:51.616902,1456946151.616902,DECA020000000002,1.186437,14723,14949,12685,1388,7667,56,233,3,1659
23,2016-03-02 20:15:51.632502,1456946151.632502,DECA020000000003,1.061589,9722,14685,14451,1183,6177,48,234,3,1661
24,2016-03-02 20:15:51.648102,1456946151.648102,DECA020000000002,1.132498,15050,15026,14357,1420,8008,60,241,3,1663
24,2016-03-02 20:15:51.663702,1456946151.663702,DECA020000000003,1.107320,13948,14865,12072,1277,6410,52,236,3,1665
25,2016-03-02 20:15:51.694902,1456946151.694902,DECA020000000002,1.123117,13176,15757,15263,1547,8008,60,237,3,1667
25,2016-03-02 20:15:51.694902,1456946151.694902,DECA020000000003,1.079178,15130,15296,8796,1233,6278,48,233,3,1669
26,2016-03-02 20:15:51.726102,1456946151.726102,DECA020000000002,1.123117,13916,15791,15281,1650,7696,64,237,3,1671
26,2016-03-02 20:15:51.741702,1456946151.741702,DECA020000000003,1.054554,14144,14763,8708,1225,5985,48,228,3,1673
27,2016-03-02 20:15:51.757303,1456946151.757303,DECA020000000002,1.121944,13625,15972,15259,1497,8103,56,237,3,1675
27,2016-03-02 20:15:51.772903,1456946151.772903,DECA020000000003,1.069797,15239,15668,10429,1432,6687,56,235,3,1677
28,2016-03-02 20:15:51.788503,1456946151.788503,DECA020000000002,1.159467,14627,15646,13279,1444,7771,56,235,3,1679
28,2016-03-02 20:15:51.804103,1456946151.804103,DECA020000000003,1.086214,14469,14791,10614,1320,6159,52,228,3,1681
29,2016-03-02 20:15:51.819703,1456946151.819703,DECA020000000002,1.106148,16056,15259,8637,1398,7999,52,238,3,1683
29,2016-03-02 20:15:51.835303,1456946151.835303,DECA020000000003,1.093249,10942,15538,14918,1237,6729,48,237,3,1685
30,2016-03-02 20:15:51.850903,1456946151.850903,DECA020000000002,1.111391,14747,14824,13759,1301,7576,52,235,3,1687
30,2016-03-02 20:15:51.866503,1456946151.866503,DECA020000000003,1.088559,9590,14542,14547,1276,6142,52,234,3,1689
31,2016-03-02 20:15:51.897703,1456946151.897703,DECA020000000002,1.185264,15236,16208,13113,1604,7787,60,240,3,1691
31,2016-03-02 20:15:51.897703,1456946151.897703,DECA020000000003,1.107320,13366,15024,13531,997,6682,40,238,3,1693
32,2016-03-02 20:15:51.928903,1456946151.928903,DECA020000000002,1.187609,14465,14777,13429,1486,7353,60,232,3,1695
32,2016-03-02 20:15:51.928903,1456946151.928903,DECA020000000003,1.065107,14633,15211,10396,1134,6019,44,229,3,1697
33,2016-03-02 20:15:51.960103,1456946151.960103,DECA020000000002,1.154777,15109,15799,10968,1642,7541,64,240,3,1699
33,2016-03-02 20:15:51.960103,1456946151.960103,DECA020000000003,1.102630,13790,15427,12653,1136,6314,44,232,3,1701
34,2016-03-02 20:15:51.991303,1456946151.991303,DECA020000000002,1.144224,14696,14919,13872,1493,7347,60,235,3,1703
34,2016-03-02 20:15:52.006903,1456946152.006903,DECA020000000003,1.065107,15054,14944,10179,1136,6443,44,232,3,1705
35,2016-03-02 20:15:52.022503,1456946152.022503,DECA020000000002,1.133670,15168,15056,10944,1344,7522,52,233,3,1707
35,2016-03-02 20:15:52.038103,1456946152.038103,DECA020000000003,1.075660,14425,14304,7873,1081,6006,44,231,3,1709
36,2016-03-02 20:15:52.053703,1456946152.053703,DECA020000000002,1.147741,15699,15297,11953,1556,7716,60,236,3,1711
36,2016-03-02 20:15:52.069303,1456946152.069303,DECA020000000003,1.062762,14093,14418,11373,1190,6189,48,229,3,1713
37,2016-03-02 20:15:52.084903,1456946152.084903,DECA020000000002,1.134843,14955,15299,15141,1586,7478,64,239,3,1715
37,2016-03-02 20:15:52.100503,1456946152.100503,DECA020000000003,1.060417,14374,14439,10995,1217,6221,52,233,3,1717
38,2016-03-02 20:15:52.131703,1456946152.131703,DECA020000000002,1.145396,13059,15804,14684,1541,7703,60,236,3,1719
38,2016-03-02 20:15:52.131703,1456946152.131703,DECA020000000003,1.075660,14333,14758,11917,1187,6524,48,235,3,1721
39,2016-03-02 20:15:52.162903,1456946152.162903,DECA020000000002,1.132498,13632,15278,14430,1541,7532,60,231,3,1723
39,2016-03-02 20:15:52.178503,1456946152.178503,DECA020000000003,1.066279,14611,15596,12110,1235,6782,48,237,3,1725
40,2016-03-02 20:15:52.194103,1456946152.194103,DECA020000000002,1.121944,14954,15878,12174,1814,7476,68,235,3,1727
40,2016-03-02 20:15:52.209703,1456946152.209703,DECA020000000003,1.070970,14537,15773,11293,1136,6639,44,236,3,1729
41,2016-03-02 20:15:52.225303,1456946152.225303,DECA020000000002,1.151259,12803,12667,10892,1194,5531,48,200,3,1731
41,2016-03-02 20:15:52.240903,1456946152.240903,DECA020000000003,1.097939,14450,15344,10973,1234,6031,48,230,3,1733
42,2016-03-02 20:15:52.256503,1456946152.256503,DECA020000000002,1.150087,14721,15677,12574,1546,7835,60,235,3,1735
42,2016-03-02 20:15:52.272103,1456946152.272103,DECA020000000003,1.096767,11277,15477,14564,1227,6498,48,232,3,1737
43,2016-03-02 20:15:52.287703,1456946152.287703,DECA020000000002,1.145396,14655,15707,13859,1542,7989,60,237,3,1739
43,2016-03-02 20:15:52.303303,1456946152.303303,DECA020000000003,1.083868,14724,15587,11219,1239,6282,48,234,3,1741
44,2016-03-02 20:15:52.334504,1456946152.334504,DECA020000000002,1.144224,14291,15240,13018,1539,7450,60,231,3,1743
44,2016-03-02 20:15:52.334504,1456946152.334504,DECA020000000003,1.108493,13433,16198,13739,1180,6739,44,240,3,1745
45,2016-03-02 20:15:52.365704,1456946152.365704,DECA020000000002,1.161813,15151,15689,11293,1540,7817,60,236,3,1747
45,2016-03-02 20:15:52.365704,1456946152.365704,DECA020000000003,1.073315,14751,15217,10637,1425,6065,56,229,3,1749
46,2016-03-02 20:15:52.396904,1456946152.396904,DECA020000000002,1.143051,14713,15283,13125,1444,7490,56,234,3,1751
46,2016-03-02 20:15:52.412504,1456946152.412504,DECA020000000003,1.089731,13539,15693,13190,1135,6653,44,238,3,1753
47,2016-03-02 20:15:52.428104,1456946152.428104,DECA020000000002,1.134843,14657,14845,14664,1492,7450,60,237,3,1755
47,2016-03-02 20:15:52.443704,1456946152.443704,DECA020000000003,1.102630,13511,15866,13518,1331,6741,52,239,3,1757
48,2016-03-02 20:15:52.459304,1456946152.459304,DECA020000000002,1.138361,14924,15611,12019,1449,7696,56,234,3,1759
48,2016-03-02 20:15:52.474904,1456946152.474904,DECA020000000003,1.063934,14169,14881,11884,1328,6355,52,232,3,1761
49,2016-03-02 20:15:52.490504,1456946152.490504,DECA020000000002,1.155950,14339,15294,15154,1646,7631,64,237,3,1763
49,2016-03-02 20:15:52.506104,1456946152.506104,DECA020000000003,1.090904,11796,15322,13775,1324,6403,52,238,3,1765
50,2016-03-02 20:15:52.521704,1456946152.521704,DECA020000000002,1.133670,15254,15860,13647,1558,7364,60,238,3,1767
50,2016-03-02 20:15:52.537304,1456946152.537304,DECA020000000003,1.083868,12858,15291,11841,1326,6075,52,229,3,1769
51,2016-03-02 20:15:52.552904,1456946152.552904,DECA020000000002,1.145396,13014,15052,14344,1444,7159,56,230,3,1771
51,2016-03-02 20:15:52.568504,1456946152.568504,DECA020000000003,1.081523,13473,15391,13514,1229,6758,48,237,3,1773
52,2016-03-02 20:15:52.599704,1456946152.599704,DECA020000000002,1.182919,14453,15734,11709,1541,7757,60,236,3,1775
52,2016-03-02 20:15:52.615304,1456946152.615304,DECA020000000003,1.090904,12014,15665,14376,1325,6622,52,235,3,1777
53,2016-03-02 20:15:52.630904,1456946152.630904,DECA020000000002,1.185264,15623,15734,12345,1440,8275,56,239,3,1779
53,2016-03-02 20:15:52.646504,1456946152.646504,DECA020000000003,1.082696,13911,15819,12989,1524,6806,60,237,3,1781
54,2016-03-02 20:15:52.662104,1456946152.662104,DECA020000000002,1.116082,15635,16077,13291,1554,7583,60,240,3,1783
54,2016-03-02 20:15:52.677704,1456946152.677704,DECA020000000003,1.074488,14229,15867,12395,1233,6736,48,237,3,1785
55,2016-03-02 20:15:52.693304,1456946152.693304,DECA020000000002,1.119599,14925,15696,13332,1541,7606,60,238,3,1787
55,2016-03-02 20:15:52.708904,1456946152.708904,DECA020000000003,1.093249,14141,15826,12557,1237,6695,48,236,3,1789
56,2016-03-02 20:15:52.724504,1456946152.724504,DECA020000000002,1.146569,14525,16075,13293,1697,8030,64,239,3,1791
56,2016-03-02 20:15:52.740104,1456946152.740104,DECA020000000003,1.102630,13428,15316,13561,1133,6711,44,235,3,1793
57,2016-03-02 20:15:52.755704,1456946152.755704,DECA020000000002,1.188782,15434,15689,13717,1650,7890,64,240,3,1795
57,2016-03-02 20:15:52.771304,1456946152.771304,DECA020000000003,1.073315,8948,15024,14343,1228,6073,48,230,3,1797
58,2016-03-02 20:15:52.802504,1456946152.802504,DECA020000000002,1.123117,14910,14690,11151,1389,7531,56,235,3,1799
58,2016-03-02 20:15:52.802504,1456946152.802504,DECA020000000003,1.090904,14767,15183,10691,1042,6358,40,230,3,1801
59,2016-03-02 20:15:52.833704,1456946152.833704,DECA020000000002,1.150087,14735,14781,14110,1385,7696,56,234,3,1803
59,2016-03-02 20:15:52.833704,1456946152.833704,DECA020000000003,1.090904,14680,15419,12070,1131,6738,44,237,3,1805
60,2016-03-02 20:15:52.864904,1456946152.864904,DECA020000000002,1.154777,14099,15453,14825,1248,7713,48,238,3,1807
60,2016-03-02 20:15:52.880504,1456946152.880504,DECA020000000003,1.092076,13103,14949,13625,1187,6677,48,238,3,1809
61,2016-03-02 20:15:52.896105,1456946152.896105,DECA020000000002,1.166503,14822,15207,14939,1648,7696,64,237,3,1811
61,2016-03-02 20:15:52.911705,1456946152.911705,DECA020000000003,1.082696,14056,15813,11775,1232,6643,48,237,3,1813
62,2016-03-02 20:15:52.927305,1456946152.927305,DECA020000000002,1.171193,13389,16041,15137,1646,8025,64,240,3,1815
62,2016-03-02 20:15:52.942905,1456946152.942905,DECA020000000003,1.076833,15070,14599,8754,1332,6196,52,234,3,1817
63,2016-03-02 20:15:52.958505,1456946152.958505,DECA020000000002,1.144224,14680,15449,12642,1445,7209,56,233,3,1819
63,2016-03-02 20:15:52.974105,1456946152.974105,DECA020000000003,1.076833,9974,16013,14996,1423,6528,56,238,3,1821
64,2016-03-02 20:15:52.989705,1456946152.989705,DECA020000000002,1.140706,15228,15131,12087,1441,7534,56,232,3,1823
64,2016-03-02 20:15:53.005305,1456946153.005305,DECA020000000003,1.053381,14528,14656,8132,1275,5907,52,230,3,1825
65,2016-03-02 20:15:53.036505,1456946153.036505,DECA020000000002,1.160640,14967,14810,14721,1494,7682,60,239,3,1827
65,2016-03-02 20:15:53.036505,1456946153.036505,DECA020000000003,1.063934,10836,14992,13964,1095,6233,44,236,3,1829
66,2016-03-02 20:15:53.067705,1456946153.067705,DECA020000000002,1.143051,15152,14888,8889,1343,7464,52,230,3,1831
66,2016-03-02 20:15:53.067705,1456946153.067705,DECA020000000003,1.085041,14488,15656,11644,1040,6541,40,234,3,1833
67,2016-03-02 20:15:53.098905,1456946153.098905,DECA020000000002,1.164158,14990,16136,11881,1542,7950,60,241,3,1835
67,2016-03-02 20:15:53.098905,1456946153.098905,DECA020000000003,1.062762,14381,14833,9498,1185,6130,48,234,3,1837
68,2016-03-02 20:15:53.130105,1456946153.130105,DECA020000000002,1.170021,14173,15733,14140,1448,7868,56,235,3,1839
68,2016-03-02 20:15:53.145705,1456946153.145705,DECA020000000003,1.090904,12811,15538,13426,1137,6575,44,235,3,1841
69,2016-03-02 20:15:53.161305,1456946153.161305,DECA020000000002,1.133670,14510,14775,14023,1389,7653,56,236,3,1843
69,2016-03-02 20:15:53.176905,1456946153.176905,DECA020000000003,1.080351,13551,15075,12449,1426,6401,56,234,3,1845
70,2016-03-02 20:15:53.192505,1456946153.192505,DECA020000000002,1.113183,14310,15275,13151,1353,7462,52,231,3,1847
70,2016-03-02 20:15:53.208105,1456946153.208105,DECA020000000003,1.095594,12055,15998,14166,1184,6717,44,237,3,1849
71,2016-03-02 20:15:53.223705,1456946153.223705,DECA020000000002,1.125462,13425,15694,14492,1503,7588,56,234,3,1851
71,2016-03-02 20:15:53.239305,1456946153.239305,DECA020000000003,1.075660,13938,14604,12408,1181,6366,48,234,3,1853
72,2016-03-02 20:15:53.270505,1456946153.270505,DECA020000000002,1.161813,14447,14492,13646,1384,7324,56,231,3,1855
72,2016-03-02 20:15:53.270505,1456946153.270505,DECA020000000003,1.063934,13196,15793,12365,1375,6478,52,234,3,1857
73,2016-03-02 20:15:53.301705,1456946153.301705,DECA020000000002,1.140706,14383,15838,13909,1447,7654,56,237,3,1859
73,2016-03-02 20:15:53.301705,1456946153.301705,DECA020000000003,1.099112,13726,15871,13111,1379,6754,52,235,3,1861
74,2016-03-02 20:15:53.332905,1456946153.332905,DECA020000000002,1.157122,15140,16086,10891,1448,8107,56,241,3,1863
74,2016-03-02 20:15:53.332905,1456946153.332905,DECA020000000003,1.063934,14001,14422,11390,1273,6140,52,230,3,1865
75,2016-03-02 20:15:53.364105,1456946153.364105,DECA020000000002,1.136016,15078,14799,10659,1537,7367,60,231,3,1867
75,2016-03-02 20:15:53.379705,1456946153.379705,DECA020000000003,1.069797,10810,15318,14213,1429,6306,56,235,3,1869
76,2016-03-02 20:15:53.395305,1456946153.395305,DECA020000000002,1.133670,14038,15170,14781,1542,7799,60,234,3,1871
76,2016-03-02 20:15:53.410905,1456946153.410905,DECA020000000003,1.082696,14398,15157,11067,1328,6074,52,231,3,1873
77,2016-03-02 20:15:53.426505,1456946153.426505,DECA020000000002,1.120772,14888,15654,13262,1651,7628,64,236,3,1875
77,2016-03-02 20:15:53.442105,1456946153.442105,DECA020000000003,1.104975,12783,15517,12924,1238,6416,48,232,3,1877
78,2016-03-02 20:15:53.457706,1456946153.457706,DECA020000000002,1.120772,14954,14683,13309,1484,7561,60,235,3,1879
78,2016-03-02 20:15:53.473306,1456946153.473306,DECA020000000003,1.103802,13644,15372,13188,1141,6665,44,235,3,1881
79,2016-03-02 20:15:53.488906,1456946153.488906,DECA020000000002,1.119599,15308,15637,11352,1447,7448,56,235,3,1883
79,2016-03-02 20:15:53.504506,1456946153.504506,DECA020000000003,1.096767,14109,15505,12310,1233,6551,48,234,3,1885
80,2016-03-02 20:15:53.520106,1456946153.520106,DECA020000000002,1.161813,14616,15484,15432,1744,7876,68,237,3,1887
80,2016-03-02 20:15:53.535706,1456946153.535706,DECA020000000003,1.087386,13380,14605,12326,1189,6152,48,232,3,1889
81,2016-03-02 20:15:53.566906,1456946153.566906,DECA020000000002,1.157122,13398,15905,15144,1442,8046,56,241,3,1891
81,2016-03-02 20:15:53.566906,1456946153.566906,DECA020000000003,1.085041,14027,14776,11530,1037,6152,40,228,3,1893
82,2016-03-02 20:15:53.598106,1456946153.598106,DECA020000000002,1.111391,14304,15281,13908,1547,7652,60,232,3,1895
82,2016-03-02 20:15:53.598106,1456946153.598106,DECA020000000003,1.104975,13537,15871,12903,1030,6716,40,237,3,1897
83,2016-03-02 20:15:53.629306,1456946153.629306,DECA020000000002,1.137188,15121,15133,7921,1442,7728,56,231,3,1899
83,2016-03-02 20:15:53.644906,1456946153.644906,DECA020000000003,1.068625,14258,15712,12463,1278,6378,48,234,3,1901
84,2016-03-02 20:15:53.660506,1456946153.660506,DECA020000000002,1.137188,15172,16004,12379,1704,7525,64,236,3,1903
84,2016-03-02 20:15:53.676106,1456946153.676106,DECA020000000003,1.069797,14141,15825,12922,1334,6783,52,238,3,1905
85,2016-03-02 20:15:53.691706,1456946153.691706,DECA020000000002,1.127807,12791,14711,13575,1241,6709,48,221,3,1907
85,2016-03-02 20:15:53.707306,1456946153.707306,DECA020000000003,1.078005,14842,15322,9882,1227,6380,48,232,3,1909
86,2016-03-02 20:15:53.722906,1456946153.722906,DECA020000000002,1.134843,15000,15535,13796,1547,7607,60,239,3,1911
86,2016-03-02 20:15:53.738506,1456946153.738506,DECA020000000003,1.068625,14038,15838,13034,1387,6528,52,235,3,1913
87,2016-03-02 20:15:53.754106,1456946153.754106,DECA020000000002,1.145396,15132,15725,11437,1544,7649,60,235,3,1915
87,2016-03-02 20:15:53.769706,1456946153.769706,DECA020000000003,1.090904,10547,14985,14051,1273,6268,52,236,3,1917
88,2016-03-02 20:15:53.800906,1456946153.800906,DECA020000000002,1.155950,15151,15220,14249,1591,7695,64,238,3,1919
88,2016-03-02 20:15:53.800906,1456946153.800906,DECA020000000003,1.061589,15036,14607,8955,1136,6188,44,233,3,1921
89,2016-03-02 20:15:53.832106,1456946153.832106,DECA020000000002,1.154777,15622,15296,9308,1539,7921,60,237,3,1923
89,2016-03-02 20:15:53.832106,1456946153.832106,DECA020000000003,1.063934,14649,14395,10137,1094,6264,44,235,3,1925
90,2016-03-02 20:15:53.863306,1456946153.863306,DECA020000000002,1.124290,13388,15612,15255,1438,8014,56,235,3,1927
90,2016-03-02 20:15:53.878906,1456946153.878906,DECA020000000003,1.070970,14130,15092,12059,1183,6482,48,236,3,1929
91,2016-03-02 20:15:53.894506,1456946153.894506,DECA020000000002,1.130153,13810,14984,14824,1290,7783,52,237,3,1931
91,2016-03-02 20:15:53.910106,1456946153.910106,DECA020000000003,1.089731,13366,15570,13456,1227,6653,48,232,3,1933
92,2016-03-02 20:15:53.925706,1456946153.925706,DECA020000000002,1.159467,15440,15399,10337,1482,7966,60,241,3,1935
92,2016-03-02 20:15:53.941306,1456946153.941306,DECA020000000003,1.069797,13294,15842,12150,1233,6541,48,236,3,1937
93,2016-03-02 20:15:53.956906,1456946153.956906,DECA020000000002,1.119599,13675,14809,14631,1390,7270,56,232,3,1939
93,2016-03-02 20:15:53.972506,1456946153.972506,DECA020000000003,1.100285,12713,15207,13612,1031,6464,40,235,3,1941
94,2016-03-02 20:15:53.988106,1456946153.988106,DECA020000000002,1.109665,14677,16030,13091,1538,8055,60,240,3,1943
94,2016-03-02 20:15:54.003706,1456946154.003706,DECA020000000003,1.053381,14074,15188,11495,1336,6365,52,234,3,1945
95,2016-03-02 20:15:54.034907,1456946154.034907,DECA020000000002,1.150087,14487,15882,14485,1550,7634,60,239,3,1947
95,2016-03-02 20:15:54.034907,1456946154.034907,DECA020000000003,1.089731,11621,14818,13664,1184,6145,48,233,3,1949
96,2016-03-02 20:15:54.066107,1456946154.066107,DECA020000000002,1.133670,13883,15468,14496,1541,7664,60,231,3,1951
96,2016-03-02 20:15:54.081707,1456946154.081707,DECA020000000003,1.083868,14088,16111,11975,1520,6897,60,243,3,1953
97,2016-03-02 20:15:54.097307,1456946154.097307,DECA020000000002,1.174711,14214,15468,11552,1699,7192,64,230,3,1955
97,2016-03-02 20:15:54.112907,1456946154.112907,DECA020000000003,1.082696,14486,14616,11310,1185,6354,48,233,3,1957
98,2016-03-02 20:15:54.128507,1456946154.128507,DECA020000000002,1.118427,15509,14919,11224,1444,7420,56,234,3,1959
98,2016-03-02 20:15:54.144107,1456946154.144107,DECA020000000003,1.078005,13677,16077,12873,1181,6851,44,238,3,1961
99,2016-03-02 20:15:54.159707,1456946154.159707,DECA020000000002,1.199335,14631,15338,10636,1440,7167,56,232,3,1963
99,2016-03-02 20:15:54.175307,1456946154.175307,DECA020000000003,1.092076,13007,16032,13749,1275,6513,48,237,3,1965
100,2016-03-02 20:15:54.190907,1456946154.190907,DECA020000000002,1.138361,15055,15517,12663,1341,7803,52,234,3,1967
100,2016-03-02 20:15:54.206507,1456946154.206507,DECA020000000003,1.066279,14767,15532,10203,1238,6457,48,233,3,1969
101,2016-03-02 20:15:54.222107,1456946154.222107,DECA020000000002,1.116082,14218,14870,14436,1394,7674,56,234,3,1971
101,2016-03-02 20:15:54.237707,1456946154.237707,DECA020000000003,1.102630,13828,15518,12578,1130,6522,44,239,3,1973
102,2016-03-02 20:15:54.268907,1456946154.268907,DECA020000000002,1.178229,15426,15683,10304,1541,7695,60,236,3,1975
102,2016-03-02 20:15:54.268907,1456946154.268907,DECA020000000003,1.069797,13342,14720,13333,1222,6634,52,239,3,1977
103,2016-03-02 20:15:54.300107,1456946154.300107,DECA020000000002,1.117873,14563,15850,13210,1601,7514,60,235,3,1979
103,2016-03-02 20:15:54.300107,1456946154.300107,DECA020000000003,1.086214,10699,15536,14277,1133,6153,44,233,3,1981
104,2016-03-02 20:15:54.331307,1456946154.331307,DECA020000000002,1.140706,13885,16028,14724,1404,7907,52,239,3,1983
104,2016-03-02 20:15:54.331307,1456946154.331307,DECA020000000003,1.080351,13357,15956,13467,1429,6858,56,238,3,1985
105,2016-03-02 20:15:54.362507,1456946154.362507,DECA020000000002,1.132498,14114,15985,14308,1645,7979,64,239,3,1987
105,2016-03-02 20:15:54.378107,1456946154.378107,DECA020000000003,1.051036,13964,15367,10804,1282,6208,48,229,3,1989
106,2016-03-02 20:15:54.393707,1456946154.393707,DECA020000000002,1.153604,14727,15247,12961,1443,7535,56,234,3,1991
106,2016-03-02 20:15:54.409307,1456946154.409307,DECA020000000003,1.079178,15134,14943,8717,1232,6066,48,231,3,1993
107,2016-03-02 20:15:54.424907,1456946154.424907,DECA020000000002,1.162985,14636,14819,14365,1394,7831,56,237,3,1995
107,2016-03-02 20:15:54.440507,1456946154.440507,DECA020000000003,1.090904,8594,15765,15041,1239,6532,48,237,3,1997
108,2016-03-02 20:15:54.456107,1456946154.456107,DECA020000000002,1.116082,14456,15611,11266,1548,7529,60,235,3,1999
108,2016-03-02 20:15:54.471707,1456946154.471707,DECA020000000003,1.070970,13774,15215,13143,1191,6708,48,238,3,2001
109,2016-03-02 20:15:54.487307,1456946154.487307,DECA020000000002,1.140706,13916,15790,15239,1542,8129,60,238,3,2003
