sequence,iso,unix,euid,ranging,fpAmp1,fpAmp2,fpAmp3,ldeThreshold,maxGrowthCIR,stdNoise,preamCount,timeouts,rxmsgs
26,2016-03-02 20:04:13.329276,1456945453.329276,DECA020000000003,1.114909,13293,14285,8545,862,5979,36,230,3,6384
27,2016-03-02 20:04:13.344876,1456945453.344876,DECA020000000002,1.147741,14288,14896,12911,1093,6383,44,235,3,6386
27,2016-03-02 20:04:13.360476,1456945453.360476,DECA020000000003,1.114356,11265,14804,10951,932,6136,36,228,3,6388
28,2016-03-02 20:04:13.376076,1456945453.376076,DECA020000000002,1.152432,14487,15822,13640,1291,6602,48,235,3,6390
28,2016-03-02 20:04:13.391676,1456945453.391676,DECA020000000003,1.113736,12633,15306,10628,1033,6613,40,234,3,6392
29,2016-03-02 20:04:13.407276,1456945453.407276,DECA020000000002,1.160640,12684,15945,14917,1180,6802,44,236,3,6394
29,2016-03-02 20:04:13.422876,1456945453.422876,DECA020000000003,1.111391,13984,14920,9362,958,6839,40,242,3,6396
30,2016-03-02 20:04:13.454077,1456945453.454077,DECA020000000002,1.144224,13282,14987,12448,1001,5774,40,235,3,6398
30,2016-03-02 20:04:13.454077,1456945453.454077,DECA020000000003,1.118427,13294,14959,8735,900,6285,36,233,3,6400
31,2016-03-02 20:04:13.485277,1456945453.485277,DECA020000000002,1.177056,13675,14528,12990,1090,6030,44,231,3,6402
31,2016-03-02 20:04:13.485277,1456945453.485277,DECA020000000003,1.102630,7780,14708,13926,902,6371,36,230,3,6404
32,2016-03-02 20:04:13.516477,1456945453.516477,DECA020000000002,1.161813,14992,16204,13639,1342,6937,52,243,3,6406
32,2016-03-02 20:04:13.516477,1456945453.516477,DECA020000000003,1.100285,11313,15359,11676,1072,6307,40,229,3,6408
33,2016-03-02 20:04:13.547677,1456945453.547677,DECA020000000002,1.155950,12553,15543,14602,941,6535,36,233,3,6410
33,2016-03-02 20:04:13.563277,1456945453.563277,DECA020000000003,1.117873,12840,15268,10196,937,6476,36,231,3,6412
34,2016-03-02 20:04:13.578877,1456945453.578877,DECA020000000002,1.151259,13477,15491,14304,1136,6608,44,234,3,6414
34,2016-03-02 20:04:13.594477,1456945453.594477,DECA020000000003,1.107320,13728,14996,8690,810,6493,32,238,3,6416
35,2016-03-02 20:04:13.610077,1456945453.610077,DECA020000000002,1.154777,14145,15424,12825,1175,6195,44,228,3,6418
35,2016-03-02 20:04:13.625677,1456945453.625677,DECA020000000003,1.116701,13002,15015,9947,1036,6507,40,232,3,6420
36,2016-03-02 20:04:13.641277,1456945453.641277,DECA020000000002,1.138361,14557,15226,12899,1133,6405,44,229,3,6422
36,2016-03-02 20:04:13.656877,1456945453.656877,DECA020000000003,1.085041,6144,14517,15635,904,7010,36,243,3,6424
37,2016-03-02 20:04:13.672477,1456945453.672477,DECA020000000002,1.139533,13348,15880,14785,1335,6802,52,236,3,6426
37,2016-03-02 20:04:13.688077,1456945453.688077,DECA020000000003,1.108493,14226,15656,9305,938,6667,36,240,3,6428
38,2016-03-02 20:04:13.719277,1456945453.719277,DECA020000000002,1.161813,15156,16154,13802,1140,7038,44,241,3,6430
38,2016-03-02 20:04:13.719277,1456945453.719277,DECA020000000003,1.052208,13722,15411,9943,990,6963,40,242,3,6432
39,2016-03-02 20:04:13.750477,1456945453.750477,DECA020000000002,1.130153,15153,15489,10955,1077,6322,40,229,3,6434
39,2016-03-02 20:04:13.766077,1456945453.766077,DECA020000000003,1.115528,12439,15144,11947,1173,7004,48,241,3,6436
40,2016-03-02 20:04:13.781677,1456945453.781677,DECA020000000002,1.143051,15562,15752,11103,1074,6654,40,234,3,6438
40,2016-03-02 20:04:13.797277,1456945453.797277,DECA020000000003,1.115528,12454,14981,10983,1133,6567,44,234,3,6440
41,2016-03-02 20:04:13.812877,1456945453.812877,DECA020000000002,1.134843,15424,16324,12449,1045,6888,40,243,3,6442
41,2016-03-02 20:04:13.828477,1456945453.828477,DECA020000000003,1.111391,12362,15085,10254,936,6330,36,233,3,6444
42,2016-03-02 20:04:13.859677,1456945453.859677,DECA020000000002,1.159467,13842,14980,13442,904,6365,36,233,3,6446
42,2016-03-02 20:04:13.859677,1456945453.859677,DECA020000000003,1.092076,13868,15278,9792,995,6955,40,242,3,6448
43,2016-03-02 20:04:13.890877,1456945453.890877,DECA020000000002,1.146569,15339,15438,10791,1140,6457,44,231,3,6450
43,2016-03-02 20:04:13.890877,1456945453.890877,DECA020000000003,1.099112,13459,14971,8611,939,6365,36,229,3,6452
44,2016-03-02 20:04:13.922077,1456945453.922077,DECA020000000002,1.143051,12895,14234,13162,965,5785,40,231,3,6454
44,2016-03-02 20:04:13.937677,1456945453.937677,DECA020000000003,1.113736,12906,14766,9462,933,6063,36,228,3,6456
45,2016-03-02 20:04:13.953277,1456945453.953277,DECA020000000002,1.133670,15410,15184,9157,937,6252,36,231,3,6458
45,2016-03-02 20:04:13.968877,1456945453.968877,DECA020000000003,1.136016,6712,14873,14771,960,6739,40,242,3,6460
46,2016-03-02 20:04:13.984477,1456945453.984477,DECA020000000002,1.159467,14865,15158,11412,1034,6229,40,229,3,6462
46,2016-03-02 20:04:14.000077,1456945454.000077,DECA020000000003,1.102630,11943,14925,10919,1033,6353,40,232,3,6464
47,2016-03-02 20:04:14.015678,1456945454.015678,DECA020000000002,1.168848,13966,14975,12135,1136,5846,44,229,3,6466
47,2016-03-02 20:04:14.031278,1456945454.031278,DECA020000000003,1.106148,12054,15475,12039,988,7006,40,242,3,6468
48,2016-03-02 20:04:14.062478,1456945454.062478,DECA020000000002,1.141879,15296,15807,11958,1180,6605,44,233,3,6470
48,2016-03-02 20:04:14.062478,1456945454.062478,DECA020000000003,1.081523,13015,15598,10902,1038,6868,40,239,3,6472
49,2016-03-02 20:04:14.093678,1456945454.093678,DECA020000000002,1.177056,13783,14518,12629,1189,6033,48,232,3,6474
49,2016-03-02 20:04:14.109278,1456945454.109278,DECA020000000003,1.095594,12043,16017,12141,1034,7104,40,241,3,6476
50,2016-03-02 20:04:14.124878,1456945454.124878,DECA020000000002,1.125462,11179,15473,14684,1076,6243,40,228,3,6478
50,2016-03-02 20:04:14.140478,1456945454.140478,DECA020000000003,1.090904,12024,16050,11597,1035,6654,40,240,3,6480
51,2016-03-02 20:04:14.156078,1456945454.156078,DECA020000000002,1.143051,12448,13852,12674,1001,5375,40,219,3,6482
51,2016-03-02 20:04:14.171678,1456945454.171678,DECA020000000003,1.117873,12658,14821,9023,995,6084,40,231,3,6484
52,2016-03-02 20:04:14.202878,1456945454.202878,DECA020000000002,1.170021,14827,15846,13333,1083,6701,40,234,3,6486
52,2016-03-02 20:04:14.202878,1456945454.202878,DECA020000000003,1.112564,11259,16027,12454,1128,7027,44,242,3,6488
53,2016-03-02 20:04:14.234078,1456945454.234078,DECA020000000002,1.147741,13018,15818,14397,1083,6557,40,235,3,6490
53,2016-03-02 20:04:14.234078,1456945454.234078,DECA020000000003,1.088559,6183,14507,14732,1041,6729,44,239,3,6492
54,2016-03-02 20:04:14.265278,1456945454.265278,DECA020000000002,1.160640,13117,15093,14052,1336,6326,52,232,3,6494
54,2016-03-02 20:04:14.265278,1456945454.265278,DECA020000000003,1.110838,11460,15356,11386,971,6134,36,229,3,6496
55,2016-03-02 20:04:14.296478,1456945454.296478,DECA020000000002,1.173538,14176,15385,13942,1236,6637,48,236,3,6498
55,2016-03-02 20:04:14.312078,1456945454.312078,DECA020000000003,1.099112,12936,14445,9526,902,6250,36,231,3,6500
56,2016-03-02 20:04:14.327678,1456945454.327678,DECA020000000002,1.154777,13401,15783,14566,1133,6751,44,236,3,6502
56,2016-03-02 20:04:14.343278,1456945454.343278,DECA020000000003,1.114909,9703,15128,12720,1027,6248,40,229,3,6504
57,2016-03-02 20:04:14.358878,1456945454.358878,DECA020000000002,1.116082,11174,15420,14470,934,6098,36,231,3,6506
57,2016-03-02 20:04:14.374478,1456945454.374478,DECA020000000003,1.083868,12085,15859,11526,1128,6815,44,241,3,6508
58,2016-03-02 20:04:14.390078,1456945454.390078,DECA020000000002,1.144224,11661,15174,13720,1040,5852,40,233,3,6510
58,2016-03-02 20:04:14.405678,1456945454.405678,DECA020000000003,1.110219,9416,14954,12134,1035,6120,40,232,3,6512
59,2016-03-02 20:04:14.436878,1456945454.436878,DECA020000000002,1.136016,12512,14512,13893,1142,6090,48,235,3,6514
59,2016-03-02 20:04:14.436878,1456945454.436878,DECA020000000003,1.117254,13049,15026,9949,1133,6450,44,231,3,6516
60,2016-03-02 20:04:14.468078,1456945454.468078,DECA020000000002,1.151259,13290,15222,13860,939,6337,36,230,3,6518
60,2016-03-02 20:04:14.468078,1456945454.468078,DECA020000000003,1.078005,11039,14469,11348,896,6055,36,229,3,6520
61,2016-03-02 20:04:14.499278,1456945454.499278,DECA020000000002,1.137188,12823,15398,13683,1143,6084,44,235,3,6522
61,2016-03-02 20:04:14.514878,1456945454.514878,DECA020000000003,1.102630,13561,15822,10160,1032,7000,40,243,3,6524
62,2016-03-02 20:04:14.530478,1456945454.530478,DECA020000000002,1.157122,13958,15196,13940,1098,6562,44,236,3,6526
62,2016-03-02 20:04:14.546078,1456945454.546078,DECA020000000003,1.118427,7287,15168,15181,1083,7046,44,241,3,6528
63,2016-03-02 20:04:14.561678,1456945454.561678,DECA020000000002,1.160640,13283,14723,13599,1184,6150,48,232,3,6530
63,2016-03-02 20:04:14.577279,1456945454.577279,DECA020000000003,1.114356,6188,14353,14398,863,6407,36,237,3,6532
64,2016-03-02 20:04:14.592879,1456945454.592879,DECA020000000002,1.134843,12498,15077,14203,1139,6269,44,231,3,6534
64,2016-03-02 20:04:14.608479,1456945454.608479,DECA020000000003,1.103802,10944,15264,11928,1131,6290,44,230,3,6536
65,2016-03-02 20:04:14.624079,1456945454.624079,DECA020000000002,1.136016,13173,15606,14466,1081,6559,40,232,3,6538
65,2016-03-02 20:04:14.639679,1456945454.639679,DECA020000000003,1.116701,12219,14648,10336,993,6297,40,232,3,6540
66,2016-03-02 20:04:14.670879,1456945454.670879,DECA020000000002,1.141879,13210,15453,13371,1335,6120,52,233,3,6542
66,2016-03-02 20:04:14.670879,1456945454.670879,DECA020000000003,1.104975,10039,15179,13098,898,6741,36,243,3,6544
67,2016-03-02 20:04:14.702079,1456945454.702079,DECA020000000002,1.148914,13125,15761,14353,1072,6555,40,232,3,6546
67,2016-03-02 20:04:14.717679,1456945454.717679,DECA020000000003,1.104975,13482,15518,10642,995,7087,40,241,3,6548
68,2016-03-02 20:04:14.733279,1456945454.733279,DECA020000000002,1.151259,12545,15436,14587,1137,6539,44,233,3,6550
68,2016-03-02 20:04:14.748879,1456945454.748879,DECA020000000003,1.115528,7320,14988,14091,834,6494,32,231,3,6552
69,2016-03-02 20:04:14.764479,1456945454.764479,DECA020000000002,1.159467,13247,15815,14321,1180,6545,44,234,3,6554
69,2016-03-02 20:04:14.780079,1456945454.780079,DECA020000000003,1.100285,10603,15428,12269,1039,6308,40,232,3,6556
70,2016-03-02 20:04:14.795679,1456945454.795679,DECA020000000002,1.139533,13760,15862,14335,1042,6762,40,237,3,6558
70,2016-03-02 20:04:14.811279,1456945454.811279,DECA020000000003,1.090904,12782,15239,11455,989,7056,40,242,3,6560
71,2016-03-02 20:04:14.826879,1456945454.826879,DECA020000000002,1.171193,13451,14816,13466,1097,6199,44,237,3,6562
71,2016-03-02 20:04:14.842479,1456945454.842479,DECA020000000003,1.099112,14221,14481,8481,866,6721,36,240,3,6564
72,2016-03-02 20:04:14.873679,1456945454.873679,DECA020000000002,1.136016,13786,15805,14304,976,6699,36,235,3,6566
72,2016-03-02 20:04:14.873679,1456945454.873679,DECA020000000003,1.095594,12875,15443,10767,999,6929,40,243,3,6568
73,2016-03-02 20:04:14.904879,1456945454.904879,DECA020000000002,1.155950,14398,15658,13904,1041,6738,40,233,3,6570
73,2016-03-02 20:04:14.904879,1456945454.904879,DECA020000000003,1.087386,13462,15092,8922,995,6517,40,238,3,6572
74,2016-03-02 20:04:14.936079,1456945454.936079,DECA020000000002,1.171193,13923,14707,12947,1089,6155,44,232,3,6574
74,2016-03-02 20:04:14.936079,1456945454.936079,DECA020000000003,1.117873,9963,15283,12057,1037,6365,40,231,3,6576
75,2016-03-02 20:04:14.967279,1456945454.967279,DECA020000000002,1.150087,13086,15896,14377,1184,6565,44,235,3,6578
75,2016-03-02 20:04:14.982879,1456945454.982879,DECA020000000003,1.112010,13208,14223,7893,995,5974,40,229,3,6580
76,2016-03-02 20:04:14.998479,1456945454.998479,DECA020000000002,1.162985,14829,15551,12626,1178,6442,44,230,3,6582
76,2016-03-02 20:04:15.014079,1456945455.014079,DECA020000000003,1.086214,12060,14744,10177,985,6136,40,230,3,6584
77,2016-03-02 20:04:15.029679,1456945455.029679,DECA020000000002,1.139533,14130,14780,12796,1095,6226,44,232,3,6586
77,2016-03-02 20:04:15.045279,1456945455.045279,DECA020000000003,1.104975,8887,15114,13115,901,6481,36,238,3,6588
78,2016-03-02 20:04:15.060879,1456945455.060879,DECA020000000002,1.172366,13569,14790,12210,1140,5706,44,228,3,6590
78,2016-03-02 20:04:15.076479,1456945455.076479,DECA020000000003,1.100285,12626,14447,11044,996,6561,40,232,3,6592
79,2016-03-02 20:04:15.092079,1456945455.092079,DECA020000000002,1.143051,12901,14597,13670,999,6048,40,231,3,6594
79,2016-03-02 20:04:15.107679,1456945455.107679,DECA020000000003,1.118427,10837,15598,12338,1127,6548,44,233,3,6596
80,2016-03-02 20:04:15.138879,1456945455.138879,DECA020000000002,1.123117,14337,14922,12526,945,6208,36,229,3,6598
80,2016-03-02 20:04:15.138879,1456945455.138879,DECA020000000003,1.100285,11924,15287,10775,933,5993,36,229,3,6600
81,2016-03-02 20:04:15.170080,1456945455.17008,DECA020000000002,1.157122,14239,15834,13906,1077,6701,40,235,3,6602
81,2016-03-02 20:04:15.170080,1456945455.17008,DECA020000000003,1.087386,13813,14687,9137,1038,6677,44,240,3,6604
82,2016-03-02 20:04:15.201280,1456945455.20128,DECA020000000002,1.124290,11416,15413,14822,1140,6459,44,234,3,6606
82,2016-03-02 20:04:15.201280,1456945455.20128,DECA020000000003,1.100285,13459,14540,8619,897,6094,36,230,3,6608
83,2016-03-02 20:04:15.232480,1456945455.23248,DECA020000000002,1.126635,14725,15442,12916,1080,6488,40,229,3,6610
83,2016-03-02 20:04:15.248080,1456945455.24808,DECA020000000003,1.101457,11848,16001,11868,1040,6735,40,241,3,6612
84,2016-03-02 20:04:15.263680,1456945455.26368,DECA020000000002,1.150087,12434,15596,14704,1037,6584,40,233,3,6614
84,2016-03-02 20:04:15.279280,1456945455.27928,DECA020000000003,1.097939,13957,15279,9532,995,6994,40,242,3,6616
85,2016-03-02 20:04:15.294880,1456945455.29488,DECA020000000002,1.140706,14441,14954,12841,1001,6391,40,233,3,6618
85,2016-03-02 20:04:15.310480,1456945455.31048,DECA020000000003,1.104975,13485,14929,9701,992,6584,40,239,3,6620
86,2016-03-02 20:04:15.341680,1456945455.34168,DECA020000000002,1.153604,14214,15669,13637,1038,6526,40,235,3,6622
86,2016-03-02 20:04:15.341680,1456945455.34168,DECA020000000003,1.119599,10053,15078,12503,1029,6303,40,230,3,6624
87,2016-03-02 20:04:15.372880,1456945455.37288,DECA020000000002,1.146569,13116,14327,13052,1000,5861,40,230,3,6626
87,2016-03-02 20:04:15.372880,1456945455.37288,DECA020000000003,1.099112,12208,15231,10612,938,6067,36,231,3,6628
88,2016-03-02 20:04:15.404080,1456945455.40408,DECA020000000002,1.170021,14780,15776,13360,983,6643,36,233,3,6630
88,2016-03-02 20:04:15.404080,1456945455.40408,DECA020000000003,1.088559,14137,15229,9085,996,6874,40,240,3,6632
89,2016-03-02 20:04:15.435280,1456945455.43528,DECA020000000002,1.160640,13949,15658,14180,1133,6752,44,236,3,6634
89,2016-03-02 20:04:15.435280,1456945455.43528,DECA020000000003,1.085041,11870,16184,12316,929,6940,36,243,3,6636
90,2016-03-02 20:04:15.466480,1456945455.46648,DECA020000000002,1.137188,15589,16371,13369,1135,7236,44,243,3,6638
90,2016-03-02 20:04:15.482080,1456945455.48208,DECA020000000003,1.115528,14576,15335,8999,997,6781,40,241,3,6640
91,2016-03-02 20:04:15.497680,1456945455.49768,DECA020000000002,1.160640,14300,14493,10971,904,5919,36,228,3,6642
91,2016-03-02 20:04:15.513280,1456945455.51328,DECA020000000003,1.085041,12944,14220,9470,957,6113,40,230,3,6644
92,2016-03-02 20:04:15.528880,1456945455.52888,DECA020000000002,1.181747,14468,15480,13546,1139,6643,44,234,3,6646
92,2016-03-02 20:04:15.544480,1456945455.54448,DECA020000000003,1.101457,12941,14995,9620,1034,6196,40,232,3,6648
93,2016-03-02 20:04:15.560080,1456945455.56008,DECA020000000002,1.157122,14127,15708,13820,1288,6538,48,232,3,6650
93,2016-03-02 20:04:15.575680,1456945455.57568,DECA020000000003,1.117254,5998,14067,14505,807,6446,32,230,3,6652
94,2016-03-02 20:04:15.591280,1456945455.59128,DECA020000000002,1.151259,14723,14667,9670,1096,6105,44,234,3,6654
94,2016-03-02 20:04:15.606880,1456945455.60688,DECA020000000003,1.110838,6557,14359,15126,905,6753,36,239,3,6656
95,2016-03-02 20:04:15.638080,1456945455.63808,DECA020000000002,1.166503,14315,15509,13967,1045,6749,40,237,3,6658
95,2016-03-02 20:04:15.638080,1456945455.63808,DECA020000000003,1.110838,6936,14529,14237,987,6426,40,230,3,6660
96,2016-03-02 20:04:15.669280,1456945455.66928,DECA020000000002,1.162985,14098,15306,12770,1140,6139,44,232,3,6662
96,2016-03-02 20:04:15.684880,1456945455.68488,DECA020000000003,1.110838,13197,14346,9489,956,6316,40,233,3,6664
97,2016-03-02 20:04:15.700480,1456945455.70048,DECA020000000002,1.141879,14266,15675,13530,1038,6499,40,234,3,6666
97,2016-03-02 20:04:15.716081,1456945455.716081,DECA020000000003,1.104975,12821,15062,9584,937,6063,36,230,3,6668
98,2016-03-02 20:04:15.731681,1456945455.731681,DECA020000000002,1.175884,13670,15424,13929,1037,6427,40,231,3,6670
98,2016-03-02 20:04:15.747281,1456945455.747281,DECA020000000003,1.099112,13597,15205,10252,905,6973,36,243,3,6672
99,2016-03-02 20:04:15.762881,1456945455.762881,DECA020000000002,1.132498,11079,15223,14165,1132,5925,44,234,3,6674
99,2016-03-02 20:04:15.778481,1456945455.778481,DECA020000000003,1.086214,12844,15569,10548,1133,6766,44,242,3,6676
100,2016-03-02 20:04:15.794081,1456945455.794081,DECA020000000002,1.134843,11686,15314,14265,939,6072,36,232,3,6678
100,2016-03-02 20:04:15.809681,1456945455.809681,DECA020000000003,1.108493,6454,14005,13933,864,6106,36,233,3,6680
101,2016-03-02 20:04:15.840881,1456945455.840881,DECA020000000002,1.160640,13820,14898,13320,1092,6226,44,233,3,6682
101,2016-03-02 20:04:15.840881,1456945455.840881,DECA020000000003,1.082696,13265,15038,9938,996,6655,40,235,3,6684
102,2016-03-02 20:04:15.872081,1456945455.872081,DECA020000000002,1.121944,12196,15351,14622,943,6483,36,236,3,6686
102,2016-03-02 20:04:15.872081,1456945455.872081,DECA020000000003,1.093249,5655,15252,15402,998,6828,40,243,3,6688
103,2016-03-02 20:04:15.903281,1456945455.903281,DECA020000000002,1.162985,11889,14710,13246,998,5598,40,231,3,6690
103,2016-03-02 20:04:15.903281,1456945455.903281,DECA020000000003,1.102630,7404,14576,14296,994,6445,40,230,3,6692
104,2016-03-02 20:04:15.934481,1456945455.934481,DECA020000000002,1.154777,13653,14683,13160,1191,6073,48,233,3,6694
104,2016-03-02 20:04:15.934481,1456945455.934481,DECA020000000003,1.093249,6106,13926,14739,934,6338,36,229,3,6696
105,2016-03-02 20:04:15.965681,1456945455.965681,DECA020000000002,1.152432,15607,15706,11080,1282,6697,48,234,3,6698
105,2016-03-02 20:04:15.981281,1456945455.981281,DECA020000000003,1.101457,13961,15270,9318,1089,6785,44,243,3,6700
106,2016-03-02 20:04:15.996881,1456945455.996881,DECA020000000002,1.138361,15460,15694,11368,1180,6673,44,232,3,6702
106,2016-03-02 20:04:16.012481,1456945456.012481,DECA020000000003,1.150087,7077,15342,15388,993,7218,40,243,3,6704
107,2016-03-02 20:04:16.028081,1456945456.028081,DECA020000000002,1.140706,14290,14358,9293,1188,5452,48,229,3,6706
107,2016-03-02 20:04:16.043681,1456945456.043681,DECA020000000003,1.108493,14208,14915,8825,1042,6807,44,242,3,6708
108,2016-03-02 20:04:16.059281,1456945456.059281,DECA020000000002,1.147741,14434,14496,10328,1046,6010,44,235,3,6710
108,2016-03-02 20:04:16.074881,1456945456.074881,DECA020000000003,1.114909,11405,15633,11726,1031,6305,40,233,3,6712
109,2016-03-02 20:04:16.106081,1456945456.106081,DECA020000000002,1.138361,14685,15217,11110,1134,6070,44,235,3,6714
109,2016-03-02 20:04:16.106081,1456945456.106081,DECA020000000003,1.133670,13709,13676,7732,867,6024,36,228,3,6716
110,2016-03-02 20:04:16.137281,1456945456.137281,DECA020000000002,1.161813,12831,13470,10586,932,4757,36,201,3,6718
110,2016-03-02 20:04:16.152881,1456945456.152881,DECA020000000003,1.113736,8127,15157,13304,935,6388,36,233,3,6720
111,2016-03-02 20:04:16.168481,1456945456.168481,DECA020000000002,1.133670,14458,16838,15337,1083,7531,40,247,3,6722
