sequence,iso,unix,euid,ranging,fpAmp1,fpAmp2,fpAmp3,ldeThreshold,maxGrowthCIR,stdNoise,preamCount,timeouts,rxmsgs
22,2016-03-02 20:23:43.578131,1456946623.578131,DECA020000000003,1.101457,13773,15985,13658,1331,6701,52,238,1,1331
23,2016-03-02 20:23:43.593731,1456946623.593731,DECA020000000002,1.151259,14344,15487,12052,1640,7274,64,231,1,1333
23,2016-03-02 20:23:43.609331,1456946623.609331,DECA020000000003,1.049863,14473,14169,8157,1229,6053,52,233,1,1335
24,2016-03-02 20:23:43.624931,1456946623.624931,DECA020000000002,1.139533,15510,15393,11757,1641,7967,64,237,1,1337
24,2016-03-02 20:23:43.640531,1456946623.640531,DECA020000000003,1.081523,13638,16126,13837,1386,6794,52,238,1,1339
25,2016-03-02 20:23:43.656131,1456946623.656131,DECA020000000002,1.171193,14460,15751,13499,1449,7913,56,236,1,1341
25,2016-03-02 20:23:43.671731,1456946623.671731,DECA020000000003,1.078005,14090,15778,13471,1234,6747,48,235,1,1343
26,2016-03-02 20:23:43.702931,1456946623.702931,DECA020000000002,1.136016,15116,16171,11779,1547,8379,60,241,1,1345
26,2016-03-02 20:23:43.702931,1456946623.702931,DECA020000000003,1.070970,13502,15412,14057,1429,6713,56,233,1,1347
27,2016-03-02 20:23:43.734131,1456946623.734131,DECA020000000002,1.116082,15460,15374,10955,1733,7957,68,235,1,1349
27,2016-03-02 20:23:43.734131,1456946623.734131,DECA020000000003,1.102630,12797,15587,14445,1138,6718,44,233,1,1351
28,2016-03-02 20:23:43.765331,1456946623.765331,DECA020000000002,1.153604,13402,15707,15408,1545,8130,60,236,1,1353
28,2016-03-02 20:23:43.780931,1456946623.780931,DECA020000000003,1.069797,14983,14537,9153,1328,5869,52,233,1,1355
29,2016-03-02 20:23:43.796531,1456946623.796531,DECA020000000002,1.147741,15456,15723,11997,1448,8119,56,238,1,1357
29,2016-03-02 20:23:43.812131,1456946623.812131,DECA020000000003,1.094422,12934,15713,13891,1329,6545,52,237,1,1359
30,2016-03-02 20:23:43.827731,1456946623.827731,DECA020000000002,1.146569,15420,15559,13404,1642,8262,64,242,1,1361
30,2016-03-02 20:23:43.843331,1456946623.843331,DECA020000000003,1.072142,13308,15478,14308,1231,6793,48,236,1,1363
31,2016-03-02 20:23:43.874531,1456946623.874531,DECA020000000002,1.101457,14452,15736,11340,1544,7626,60,235,1,1365
31,2016-03-02 20:23:43.874531,1456946623.874531,DECA020000000003,1.070970,11543,14839,13933,1429,6135,56,230,1,1367
32,2016-03-02 20:23:43.890131,1456946623.890131,DECA020000000002,1.096767,14832,15777,11978,1542,7503,60,235,1,1369
32,2016-03-02 20:23:43.905731,1456946623.905731,DECA020000000003,1.067452,13853,15663,14102,1426,6888,56,239,1,1371
33,2016-03-02 20:23:43.921331,1456946623.921331,DECA020000000002,1.138361,14845,15588,13817,1646,7805,64,239,1,1373
33,2016-03-02 20:23:43.936931,1456946623.936931,DECA020000000003,1.032274,15161,14878,9383,1434,6346,56,233,1,1375
34,2016-03-02 20:23:43.968132,1456946623.968132,DECA020000000002,1.116082,14827,14077,9612,1539,7311,60,230,1,1377
34,2016-03-02 20:23:43.968132,1456946623.968132,DECA020000000003,1.075660,10188,15629,15179,1235,6510,48,236,1,1379
35,2016-03-02 20:23:43.999332,1456946623.999332,DECA020000000002,1.138361,13871,16062,15395,1506,8352,56,239,1,1381
35,2016-03-02 20:23:44.014932,1456946624.014932,DECA020000000003,1.081523,13548,15527,13859,1432,6760,56,239,1,1383
36,2016-03-02 20:23:44.030532,1456946624.030532,DECA020000000002,1.133670,15110,15383,12297,1445,7788,56,236,1,1385
36,2016-03-02 20:23:44.046132,1456946624.046132,DECA020000000003,1.063934,14884,15038,11504,1422,6340,56,230,1,1387
37,2016-03-02 20:23:44.061732,1456946624.061732,DECA020000000002,1.147741,15562,15523,11737,1738,8143,68,238,1,1389
37,2016-03-02 20:23:44.077332,1456946624.077332,DECA020000000003,1.051036,10110,15791,15163,1277,6551,48,234,1,1391
38,2016-03-02 20:23:44.092932,1456946624.092932,DECA020000000002,1.134843,13480,15843,14744,1644,7775,64,237,1,1393
38,2016-03-02 20:23:44.108532,1456946624.108532,DECA020000000003,1.078005,14254,14848,11837,1185,6027,48,235,1,1395
39,2016-03-02 20:23:44.124132,1456946624.124132,DECA020000000002,1.141879,14117,15692,15113,1542,8213,60,238,1,1397
39,2016-03-02 20:23:44.139732,1456946624.139732,DECA020000000003,1.086214,13590,15826,13907,1286,6720,48,233,1,1399
40,2016-03-02 20:23:44.170932,1456946624.170932,DECA020000000002,1.115528,13988,15638,13229,1502,7512,56,231,1,1401
40,2016-03-02 20:23:44.170932,1456946624.170932,DECA020000000003,1.078005,11721,15670,14510,1243,6488,48,233,1,1403
41,2016-03-02 20:23:44.202132,1456946624.202132,DECA020000000002,1.144224,14928,15759,11462,1538,7804,60,235,1,1405
41,2016-03-02 20:23:44.217732,1456946624.217732,DECA020000000003,1.090904,14658,15549,12054,1232,6203,48,235,1,1407
42,2016-03-02 20:23:44.233332,1456946624.233332,DECA020000000002,1.125462,13872,15297,13708,1544,7629,60,233,1,1409
42,2016-03-02 20:23:44.248932,1456946624.248932,DECA020000000003,1.086214,13423,15473,13099,1233,6295,48,236,1,1411
43,2016-03-02 20:23:44.264532,1456946624.264532,DECA020000000002,1.112564,14111,15620,14573,1549,7912,60,236,1,1413
43,2016-03-02 20:23:44.280132,1456946624.280132,DECA020000000003,1.056899,14836,15249,11909,1330,6488,52,234,1,1415
44,2016-03-02 20:23:44.295732,1456946624.295732,DECA020000000002,1.110838,13625,15423,14830,1643,7807,64,232,1,1417
44,2016-03-02 20:23:44.311332,1456946624.311332,DECA020000000003,1.088559,13009,15927,14266,1283,6727,48,237,1,1419
45,2016-03-02 20:23:44.326932,1456946624.326932,DECA020000000002,1.166503,14180,15474,11514,1642,7559,64,232,1,1421
45,2016-03-02 20:23:44.342532,1456946624.342532,DECA020000000003,1.086214,14009,15434,12946,1131,6567,44,233,1,1423
46,2016-03-02 20:23:44.358132,1456946624.358132,DECA020000000002,1.144224,14831,15860,15558,1749,8124,68,240,1,1425
46,2016-03-02 20:23:44.373732,1456946624.373732,DECA020000000003,1.042828,14136,14834,11652,1281,6298,52,233,1,1427
47,2016-03-02 20:23:44.404932,1456946624.404932,DECA020000000002,1.148914,14465,15698,11287,1638,7739,64,236,1,1429
47,2016-03-02 20:23:44.404932,1456946624.404932,DECA020000000003,1.078005,10614,14949,14482,1187,6098,48,236,1,1431
48,2016-03-02 20:23:44.436132,1456946624.436132,DECA020000000002,1.178229,15270,15213,14022,1687,7856,68,238,1,1433
48,2016-03-02 20:23:44.451732,1456946624.451732,DECA020000000003,1.085041,13062,15021,12922,1426,6034,56,232,1,1435
49,2016-03-02 20:23:44.467332,1456946624.467332,DECA020000000002,1.121944,14622,15045,13008,1577,7721,64,235,1,1437
49,2016-03-02 20:23:44.467332,1456946624.467332,DECA020000000003,1.063934,10930,15838,14839,1183,6562,44,234,1,1439
50,2016-03-02 20:23:44.498532,1456946624.498532,DECA020000000002,1.182919,14956,15444,9340,1641,7640,64,234,1,1441
50,2016-03-02 20:23:44.514132,1456946624.514132,DECA020000000003,1.046345,10312,14615,14482,1186,6172,48,231,1,1443
51,2016-03-02 20:23:44.529733,1456946624.529733,DECA020000000002,1.193472,15470,15264,8605,1541,7803,60,234,1,1445
51,2016-03-02 20:23:44.545333,1456946624.545333,DECA020000000003,1.096767,13671,15607,14018,1339,6849,52,239,1,1447
52,2016-03-02 20:23:44.560933,1456946624.560933,DECA020000000002,1.119599,14845,15788,12193,1546,7998,60,238,1,1449
52,2016-03-02 20:23:44.576533,1456946624.576533,DECA020000000003,1.079178,14239,14669,11410,1277,5880,52,232,1,1451
53,2016-03-02 20:23:44.592133,1456946624.592133,DECA020000000002,1.148914,13567,15727,14859,1602,7855,60,233,1,1453
53,2016-03-02 20:23:44.607733,1456946624.607733,DECA020000000003,1.060417,10927,15135,14507,1375,6182,56,238,1,1455
54,2016-03-02 20:23:44.638933,1456946624.638933,DECA020000000002,1.118427,14351,15587,15206,1541,8119,60,235,1,1457
54,2016-03-02 20:23:44.638933,1456946624.638933,DECA020000000003,1.062762,14485,14963,9684,1330,5948,52,229,1,1459
55,2016-03-02 20:23:44.670133,1456946624.670133,DECA020000000002,1.126635,14563,16335,15850,1750,8273,68,243,1,1461
55,2016-03-02 20:23:44.670133,1456946624.670133,DECA020000000003,1.088559,14355,15841,13108,1287,6501,48,235,1,1463
56,2016-03-02 20:23:44.701333,1456946624.701333,DECA020000000002,1.132498,14987,14984,13188,1671,7795,68,237,1,1465
56,2016-03-02 20:23:44.716933,1456946624.716933,DECA020000000003,1.069797,14003,15943,13965,1384,6794,52,237,1,1467
57,2016-03-02 20:23:44.732533,1456946624.732533,DECA020000000002,1.114356,13296,15819,14748,1399,7813,52,235,1,1469
57,2016-03-02 20:23:44.748133,1456946624.748133,DECA020000000003,1.093249,13888,15643,13467,1326,6630,52,233,1,1471
58,2016-03-02 20:23:44.763733,1456946624.763733,DECA020000000002,1.116082,15795,15762,9875,1640,7974,64,238,1,1473
58,2016-03-02 20:23:44.779333,1456946624.779333,DECA020000000003,1.069797,12359,16124,14945,1337,6824,52,240,1,1475
59,2016-03-02 20:23:44.794933,1456946624.794933,DECA020000000002,1.161813,13641,15623,14020,1540,7485,60,236,1,1477
59,2016-03-02 20:23:44.810533,1456946624.810533,DECA020000000003,1.059244,14817,14573,8646,1191,6368,48,236,1,1479
60,2016-03-02 20:23:44.826133,1456946624.826133,DECA020000000002,1.162985,14216,14950,12213,1544,7394,60,231,1,1481
60,2016-03-02 20:23:44.841733,1456946624.841733,DECA020000000003,1.076833,13477,15967,13413,1140,6659,44,241,1,1483
61,2016-03-02 20:23:44.872933,1456946624.872933,DECA020000000002,1.151259,15055,15964,13761,1751,7482,68,239,1,1485
61,2016-03-02 20:23:44.888533,1456946624.888533,DECA020000000003,1.081523,13488,15893,14158,1484,6808,56,234,1,1487
62,2016-03-02 20:23:44.904133,1456946624.904133,DECA020000000002,1.118427,13766,15629,14966,1740,7920,68,233,1,1489
62,2016-03-02 20:23:44.904133,1456946624.904133,DECA020000000003,1.069797,11001,15630,14924,1139,6593,44,233,1,1491
63,2016-03-02 20:23:44.935333,1456946624.935333,DECA020000000002,1.139533,13611,15817,14738,1441,7824,56,236,1,1493
63,2016-03-02 20:23:44.950933,1456946624.950933,DECA020000000003,1.076833,13952,14882,11592,1233,5802,48,231,1,1495
64,2016-03-02 20:23:44.966533,1456946624.966533,DECA020000000002,1.158295,14861,14938,14601,1589,8168,64,239,1,1497
64,2016-03-02 20:23:44.982133,1456946624.982133,DECA020000000003,1.074488,14486,15989,13643,1338,6939,52,238,1,1499
65,2016-03-02 20:23:44.997733,1456946624.997733,DECA020000000002,1.146569,14654,15606,12168,1644,7848,64,234,1,1501
65,2016-03-02 20:23:45.013333,1456946625.013333,DECA020000000003,1.085041,12541,15581,14083,1524,6484,60,233,1,1503
66,2016-03-02 20:23:45.028933,1456946625.028933,DECA020000000002,1.153604,13618,15726,14031,1609,7572,60,232,1,1505
66,2016-03-02 20:23:45.044533,1456946625.044533,DECA020000000003,1.080351,11415,16368,15592,1426,7332,56,251,1,1507
67,2016-03-02 20:23:45.060133,1456946625.060133,DECA020000000002,1.132498,14115,15908,13959,1457,7805,56,237,1,1509
67,2016-03-02 20:23:45.075733,1456946625.075733,DECA020000000003,1.056899,14997,15310,10161,1145,6600,44,238,1,1511
68,2016-03-02 20:23:45.106934,1456946625.106934,DECA020000000002,1.159467,13416,14747,15425,1642,7540,64,233,1,1513
68,2016-03-02 20:23:45.106934,1456946625.106934,DECA020000000003,1.073315,14608,15429,12838,1331,6655,52,233,1,1515
69,2016-03-02 20:23:45.138134,1456946625.138134,DECA020000000002,1.148914,15643,15721,10298,1347,7964,52,238,1,1517
69,2016-03-02 20:23:45.153734,1456946625.153734,DECA020000000003,1.038137,14802,14558,9167,1335,5735,52,229,1,1519
70,2016-03-02 20:23:45.169334,1456946625.169334,DECA020000000002,1.124290,15364,15601,11724,1638,7551,64,238,1,1521
70,2016-03-02 20:23:45.184934,1456946625.184934,DECA020000000003,1.082696,13593,15063,12938,1277,6158,52,235,1,1523
71,2016-03-02 20:23:45.200534,1456946625.200534,DECA020000000002,1.143051,15243,15242,11471,1680,7662,68,240,1,1525
71,2016-03-02 20:23:45.216134,1456946625.216134,DECA020000000003,1.067452,15318,15589,10362,1330,6570,52,237,1,1527
72,2016-03-02 20:23:45.231734,1456946625.231734,DECA020000000002,1.141879,15081,15578,11862,1643,7906,64,237,1,1529
72,2016-03-02 20:23:45.247334,1456946625.247334,DECA020000000003,1.065107,15644,15512,9358,1327,6551,52,233,1,1531
73,2016-03-02 20:23:45.262934,1456946625.262934,DECA020000000002,1.125462,14314,15499,15508,1547,8199,60,238,1,1533
73,2016-03-02 20:23:45.278534,1456946625.278534,DECA020000000003,1.034620,14964,14638,9362,1376,5920,56,234,1,1535
74,2016-03-02 20:23:45.294134,1456946625.294134,DECA020000000002,1.127807,15623,15727,11688,1542,8220,60,240,1,1537
74,2016-03-02 20:23:45.309734,1456946625.309734,DECA020000000003,1.065107,14568,15608,12609,1036,6598,40,233,1,1539
75,2016-03-02 20:23:45.340934,1456946625.340934,DECA020000000002,1.140706,14060,15713,14065,1253,7735,48,238,1,1541
75,2016-03-02 20:23:45.340934,1456946625.340934,DECA020000000003,1.061589,12864,15310,14287,1334,6794,52,239,1,1543
76,2016-03-02 20:23:45.372134,1456946625.372134,DECA020000000002,1.117254,14592,15695,13115,1641,7950,64,237,1,1545
76,2016-03-02 20:23:45.387734,1456946625.387734,DECA020000000003,1.046345,14838,15311,11254,1033,6176,40,229,1,1547
77,2016-03-02 20:23:45.403334,1456946625.403334,DECA020000000002,1.141879,14220,15764,13641,1647,7653,64,238,1,1549
77,2016-03-02 20:23:45.418934,1456946625.418934,DECA020000000003,1.081523,14036,15294,13148,1238,6534,48,233,1,1551
78,2016-03-02 20:23:45.434534,1456946625.434534,DECA020000000002,1.125462,14966,15426,9135,1641,7599,64,233,1,1553
78,2016-03-02 20:23:45.450134,1456946625.450134,DECA020000000003,1.070970,13770,15647,13688,1036,6579,40,233,1,1555
79,2016-03-02 20:23:45.465734,1456946625.465734,DECA020000000002,1.185264,15791,15154,11150,1545,7930,60,238,1,1557
79,2016-03-02 20:23:45.481334,1456946625.481334,DECA020000000003,1.085041,13901,14956,12870,1184,6420,48,235,1,1559
80,2016-03-02 20:23:45.496934,1456946625.496934,DECA020000000002,1.161813,15404,15783,12445,1546,7732,60,238,1,1561
80,2016-03-02 20:23:45.512534,1456946625.512534,DECA020000000003,1.088559,11886,15593,14450,1432,6436,56,235,1,1563
81,2016-03-02 20:23:45.528134,1456946625.528134,DECA020000000002,1.140706,14004,15994,14236,1503,7907,56,236,1,1565
81,2016-03-02 20:23:45.543734,1456946625.543734,DECA020000000003,1.070970,12792,14314,13349,1225,6166,52,232,1,1567
82,2016-03-02 20:23:45.574934,1456946625.574934,DECA020000000002,1.182919,14698,14877,13344,1575,7686,64,236,1,1569
82,2016-03-02 20:23:45.574934,1456946625.574934,DECA020000000003,1.068625,15323,16296,12167,1335,7085,52,244,1,1571
83,2016-03-02 20:23:45.606134,1456946625.606134,DECA020000000002,1.151259,13619,15876,14382,1644,7753,64,239,1,1573
83,2016-03-02 20:23:45.621734,1456946625.621734,DECA020000000003,1.055726,14440,14812,10399,1188,6215,48,233,1,1575
84,2016-03-02 20:23:45.637334,1456946625.637334,DECA020000000002,1.116082,14919,15047,14921,1679,7787,68,239,1,1577
84,2016-03-02 20:23:45.652934,1456946625.652934,DECA020000000003,1.062762,13938,14691,12083,1187,6162,48,231,1,1579
85,2016-03-02 20:23:45.668535,1456946625.668535,DECA020000000002,1.138361,15215,15185,13833,1585,8177,64,239,1,1581
85,2016-03-02 20:23:45.684135,1456946625.684135,DECA020000000003,1.085041,12641,15772,14479,1182,6808,44,234,1,1583
86,2016-03-02 20:23:45.699735,1456946625.699735,DECA020000000002,1.138361,14006,15142,15843,1644,8103,64,241,1,1585
86,2016-03-02 20:23:45.715335,1456946625.715335,DECA020000000003,1.059244,15161,15631,11939,1330,6672,52,236,1,1587
87,2016-03-02 20:23:45.730935,1456946625.730935,DECA020000000002,1.196990,15538,14926,9715,1541,7603,60,235,1,1589
87,2016-03-02 20:23:45.746535,1456946625.746535,DECA020000000003,1.056899,9063,15964,15609,1136,6694,44,238,1,1591
88,2016-03-02 20:23:45.777735,1456946625.777735,DECA020000000002,1.117873,12661,15147,14640,1577,7491,64,237,1,1593
88,2016-03-02 20:23:45.777735,1456946625.777735,DECA020000000003,1.095594,13316,14909,13071,1131,6270,44,232,1,1595
89,2016-03-02 20:23:45.808935,1456946625.808935,DECA020000000002,1.162985,16136,15180,8351,1606,8191,60,239,1,1597
89,2016-03-02 20:23:45.808935,1456946625.808935,DECA020000000003,1.082696,14027,15710,13116,1335,6416,52,238,1,1599
90,2016-03-02 20:23:45.840135,1456946625.840135,DECA020000000002,1.114909,15296,16016,10857,1606,7827,60,237,1,1601
90,2016-03-02 20:23:45.840135,1456946625.840135,DECA020000000003,1.086214,9505,15601,15261,1331,6463,52,237,1,1603
91,2016-03-02 20:23:45.871335,1456946625.871335,DECA020000000002,1.134843,15482,15689,9080,1647,7842,64,236,1,1605
91,2016-03-02 20:23:45.886935,1456946625.886935,DECA020000000003,1.059244,14428,15458,12233,1329,6136,52,231,1,1607
92,2016-03-02 20:23:45.902535,1456946625.902535,DECA020000000002,1.127807,14693,15209,14177,1249,7669,48,231,1,1609
92,2016-03-02 20:23:45.918135,1456946625.918135,DECA020000000003,1.054554,13824,14953,12453,1034,6200,40,229,1,1611
93,2016-03-02 20:23:45.933735,1456946625.933735,DECA020000000002,1.114909,15796,15233,12356,1448,7992,56,239,1,1613
93,2016-03-02 20:23:45.949335,1456946625.949335,DECA020000000003,1.076833,13238,14794,13426,1182,6328,48,232,1,1615
94,2016-03-02 20:23:45.964935,1456946625.964935,DECA020000000002,1.174711,15223,15904,9302,1638,8065,64,241,1,1617
94,2016-03-02 20:23:45.980535,1456946625.980535,DECA020000000003,1.076833,13815,14578,12412,1279,6103,52,230,1,1619
95,2016-03-02 20:23:45.996135,1456946625.996135,DECA020000000002,1.168848,13226,15900,14661,1648,7934,64,238,1,1621
95,2016-03-02 20:23:46.011735,1456946626.011735,DECA020000000003,1.075660,13920,15241,13218,1136,6479,44,232,1,1623
96,2016-03-02 20:23:46.027335,1456946626.027335,DECA020000000002,1.119599,13280,14562,15273,1546,7479,60,233,1,1625
96,2016-03-02 20:23:46.042935,1456946626.042935,DECA020000000003,1.068625,14655,14309,8770,1185,6018,48,231,1,1627
97,2016-03-02 20:23:46.074135,1456946626.074135,DECA020000000002,1.171193,15010,15747,12667,1541,8104,60,238,1,1629
97,2016-03-02 20:23:46.089735,1456946626.089735,DECA020000000003,1.053381,14751,14302,9236,1192,5707,48,230,1,1631
98,2016-03-02 20:23:46.105335,1456946626.105335,DECA020000000002,1.137188,15273,15903,13236,1547,8245,60,238,1,1633
98,2016-03-02 20:23:46.105335,1456946626.105335,DECA020000000003,1.066279,15412,15863,11517,1279,6773,48,235,1,1635
99,2016-03-02 20:23:46.136535,1456946626.136535,DECA020000000002,1.100285,12838,14907,14901,1543,7513,60,231,1,1637
99,2016-03-02 20:23:46.152135,1456946626.152135,DECA020000000003,1.092076,14023,15738,13468,1392,6493,52,234,1,1639
100,2016-03-02 20:23:46.167735,1456946626.167735,DECA020000000002,1.153604,12558,14683,14598,1422,7317,60,237,1,1641
100,2016-03-02 20:23:46.183335,1456946626.183335,DECA020000000003,1.055726,14154,14599,11728,1181,6140,48,232,1,1643
101,2016-03-02 20:23:46.198935,1456946626.198935,DECA020000000002,1.126635,13721,15716,15201,1607,8054,60,234,1,1645
101,2016-03-02 20:23:46.214535,1456946626.214535,DECA020000000003,1.083868,15905,15472,8806,1142,6624,44,238,1,1647
102,2016-03-02 20:23:46.230136,1456946626.230136,DECA020000000002,1.116701,15177,15263,9571,1643,7414,64,232,1,1649
102,2016-03-02 20:23:46.245736,1456946626.245736,DECA020000000003,1.074488,8990,15529,14712,1235,6161,48,235,1,1651
103,2016-03-02 20:23:46.261336,1456946626.261336,DECA020000000002,1.137188,13630,14853,14848,1389,7499,56,233,1,1653
103,2016-03-02 20:23:46.276936,1456946626.276936,DECA020000000003,1.067452,14687,16132,13392,1283,7012,48,238,1,1655
104,2016-03-02 20:23:46.308136,1456946626.308136,DECA020000000002,1.150087,14474,15152,10621,1450,7438,56,231,1,1657
104,2016-03-02 20:23:46.308136,1456946626.308136,DECA020000000003,1.079178,12329,16297,15094,1281,7092,48,240,1,1659
105,2016-03-02 20:23:46.339336,1456946626.339336,DECA020000000002,1.124290,14908,15198,14364,1493,8034,60,238,1,1661
105,2016-03-02 20:23:46.339336,1456946626.339336,DECA020000000003,1.046345,14611,14751,11550,1092,6183,44,230,1,1663
106,2016-03-02 20:23:46.370536,1456946626.370536,DECA020000000002,1.121944,15631,14916,8090,1545,8083,60,238,1,1665
106,2016-03-02 20:23:46.370536,1456946626.370536,DECA020000000003,1.078005,14290,15401,12131,1334,6165,52,236,1,1667
107,2016-03-02 20:23:46.401736,1456946626.401736,DECA020000000002,1.140706,15305,15590,8333,1843,8037,72,241,1,1669
107,2016-03-02 20:23:46.417336,1456946626.417336,DECA020000000003,1.076833,13836,15891,13855,1183,6820,44,235,1,1671
108,2016-03-02 20:23:46.432936,1456946626.432936,DECA020000000002,1.131325,15473,15680,11907,1735,7585,68,237,1,1673
108,2016-03-02 20:23:46.448536,1456946626.448536,DECA020000000003,1.092076,14597,15313,10605,1528,6160,60,231,1,1675
109,2016-03-02 20:23:46.464136,1456946626.464136,DECA020000000002,1.112564,14275,16158,14668,1603,8254,60,239,1,1677
109,2016-03-02 20:23:46.479736,1456946626.479736,DECA020000000003,1.100285,13723,15301,13713,1284,6659,52,239,1,1679
