sequence,iso,unix,euid,ranging,fpAmp1,fpAmp2,fpAmp3,ldeThreshold,maxGrowthCIR,stdNoise,preamCount,timeouts,rxmsgs
10,2016-03-02 20:27:51.087765,1456946871.087765,DECA020000000002,1.157122,14296,16095,13035,1388,6894,52,238,4,5276
10,2016-03-02 20:27:51.103365,1456946871.103365,DECA020000000003,1.063934,15116,15383,8542,1043,6910,40,235,4,5278
11,2016-03-02 20:27:51.118965,1456946871.118965,DECA020000000002,1.143051,14809,16083,12023,1239,7082,48,242,4,5280
11,2016-03-02 20:27:51.134565,1456946871.134565,DECA020000000003,1.062762,13579,15051,11039,1190,6594,48,237,4,5282
12,2016-03-02 20:27:51.150165,1456946871.150165,DECA020000000002,1.152432,14703,15799,11738,1334,6952,52,239,4,5284
12,2016-03-02 20:27:51.165766,1456946871.165766,DECA020000000003,1.092076,14779,14748,9326,1230,6881,52,238,4,5286
13,2016-03-02 20:27:51.196966,1456946871.196966,DECA020000000002,1.157122,15168,15559,10482,1038,6698,40,235,4,5288
13,2016-03-02 20:27:51.196966,1456946871.196966,DECA020000000003,1.100285,14560,15849,10898,1330,6985,52,237,4,5290
14,2016-03-02 20:27:51.228166,1456946871.228166,DECA020000000002,1.125462,14111,15816,12818,1134,6918,44,238,4,5292
14,2016-03-02 20:27:51.228166,1456946871.228166,DECA020000000003,1.076833,14395,15591,10791,1041,6994,40,237,4,5294
15,2016-03-02 20:27:51.259366,1456946871.259366,DECA020000000002,1.134843,13159,15204,13253,1232,6590,48,233,4,5296
15,2016-03-02 20:27:51.274966,1456946871.274966,DECA020000000003,1.060417,13738,15398,11081,1133,6616,44,232,4,5298
16,2016-03-02 20:27:51.290566,1456946871.290566,DECA020000000002,1.128980,11466,15271,13022,1036,5940,40,230,4,5300
16,2016-03-02 20:27:51.306166,1456946871.306166,DECA020000000003,1.078005,13581,14989,11724,1192,6834,48,237,4,5302
17,2016-03-02 20:27:51.321766,1456946871.321766,DECA020000000002,1.139533,13893,16193,13237,1286,6886,48,240,4,5304
17,2016-03-02 20:27:51.337366,1456946871.337366,DECA020000000003,1.075660,8726,14375,13702,997,6184,40,230,4,5306
18,2016-03-02 20:27:51.352966,1456946871.352966,DECA020000000002,1.141879,11891,15652,14095,1138,6600,44,236,4,5308
18,2016-03-02 20:27:51.368566,1456946871.368566,DECA020000000003,1.082696,7160,14474,14482,1047,6565,44,234,4,5310
19,2016-03-02 20:27:51.384166,1456946871.384166,DECA020000000002,1.171193,14445,15644,12211,1037,6729,40,235,4,5312
19,2016-03-02 20:27:51.399766,1456946871.399766,DECA020000000003,1.106148,11766,15464,12954,1138,6809,44,234,4,5314
20,2016-03-02 20:27:51.415366,1456946871.415366,DECA020000000002,1.127807,12789,15341,13080,1139,6135,44,235,4,5316
20,2016-03-02 20:27:51.430966,1456946871.430966,DECA020000000003,1.066279,12974,16005,12438,973,7166,36,237,4,5318
21,2016-03-02 20:27:51.462166,1456946871.462166,DECA020000000002,1.136016,14202,15179,11073,1235,6445,48,234,4,5320
21,2016-03-02 20:27:51.462166,1456946871.462166,DECA020000000003,1.100285,15074,15787,10501,1133,6986,44,240,4,5322
22,2016-03-02 20:27:51.493366,1456946871.493366,DECA020000000002,1.139533,12268,15404,12739,1045,6099,40,236,4,5324
22,2016-03-02 20:27:51.493366,1456946871.493366,DECA020000000003,1.094422,14006,15525,11247,1138,6873,44,236,4,5326
23,2016-03-02 20:27:51.524566,1456946871.524566,DECA020000000002,1.150087,13776,15777,13643,1136,7022,44,238,4,5328
23,2016-03-02 20:27:51.540166,1456946871.540166,DECA020000000003,1.074488,14100,15555,10888,1140,6531,44,232,4,5330
24,2016-03-02 20:27:51.555766,1456946871.555766,DECA020000000002,1.150087,13722,15515,13215,1038,6725,40,234,4,5332
24,2016-03-02 20:27:51.571366,1456946871.571366,DECA020000000003,1.088559,11967,15198,13507,1238,7013,48,233,4,5334
25,2016-03-02 20:27:51.586966,1456946871.586966,DECA020000000002,1.155950,14147,16203,13661,1382,7131,52,239,4,5336
25,2016-03-02 20:27:51.602566,1456946871.602566,DECA020000000003,1.067452,16119,16609,10098,1240,7985,48,250,4,5338
26,2016-03-02 20:27:51.618166,1456946871.618166,DECA020000000002,1.170021,13446,15088,12863,1003,6574,40,238,4,5340
26,2016-03-02 20:27:51.633766,1456946871.633766,DECA020000000003,1.085041,12140,15209,13571,1134,7131,44,235,4,5342
27,2016-03-02 20:27:51.649366,1456946871.649366,DECA020000000002,1.130153,13660,15680,12622,1132,6456,44,236,4,5344
27,2016-03-02 20:27:51.664966,1456946871.664966,DECA020000000003,1.053381,13565,15882,12236,1140,7219,44,239,4,5346
28,2016-03-02 20:27:51.680566,1456946871.680566,DECA020000000002,1.146569,12800,15222,13530,1141,6615,44,237,4,5348
28,2016-03-02 20:27:51.696166,1456946871.696166,DECA020000000003,1.094422,13079,14394,11089,1051,6436,44,233,4,5350
29,2016-03-02 20:27:51.727367,1456946871.727367,DECA020000000002,1.119599,13417,15556,13450,1135,6820,44,235,4,5352
29,2016-03-02 20:27:51.727367,1456946871.727367,DECA020000000003,1.087386,14379,14466,9179,1283,6404,52,230,4,5354
30,2016-03-02 20:27:51.758567,1456946871.758567,DECA020000000002,1.165330,13594,14601,12840,1049,6427,44,237,4,5356
30,2016-03-02 20:27:51.774167,1456946871.774167,DECA020000000003,1.100285,7805,15445,14472,1135,6568,44,238,4,5358
31,2016-03-02 20:27:51.789767,1456946871.789767,DECA020000000002,1.145396,14115,14923,11176,1188,6455,48,239,4,5360
31,2016-03-02 20:27:51.789767,1456946871.789767,DECA020000000003,1.047518,13535,15719,11840,1045,6961,40,235,4,5362
32,2016-03-02 20:27:51.820967,1456946871.820967,DECA020000000002,1.174711,13597,15284,12837,946,6634,36,236,4,5364
32,2016-03-02 20:27:51.836567,1456946871.836567,DECA020000000003,1.103802,13094,15314,11741,1233,6729,48,237,4,5366
33,2016-03-02 20:27:51.852167,1456946871.852167,DECA020000000002,1.133670,12575,15809,13264,1043,6421,40,236,4,5368
33,2016-03-02 20:27:51.867767,1456946871.867767,DECA020000000003,1.099112,13095,15853,11339,1232,6851,48,239,4,5370
34,2016-03-02 20:27:51.883367,1456946871.883367,DECA020000000002,1.118427,14457,14621,8662,1086,5822,44,231,4,5372
35,2016-03-02 20:27:51.914567,1456946871.914567,DECA020000000002,1.130153,13633,16045,13105,1078,6773,40,238,5,5375
35,2016-03-02 20:27:51.930167,1456946871.930167,DECA020000000003,1.083868,14110,15228,10499,1036,6584,40,231,5,5377
36,2016-03-02 20:27:51.945767,1456946871.945767,DECA020000000002,1.173538,14554,15686,11867,1240,6538,48,235,5,5379
36,2016-03-02 20:27:51.961367,1456946871.961367,DECA020000000003,1.096767,12432,15567,13061,1236,7010,48,231,5,5381
37,2016-03-02 20:27:51.992567,1456946871.992567,DECA020000000002,1.155950,13577,15914,13798,1181,7023,44,237,5,5383
37,2016-03-02 20:27:51.992567,1456946871.992567,DECA020000000003,1.083868,11757,16161,14059,1386,7286,52,239,5,5385
38,2016-03-02 20:27:52.023767,1456946872.023767,DECA020000000002,1.165330,14284,15271,12288,1038,6651,40,234,5,5387
38,2016-03-02 20:27:52.039367,1456946872.039367,DECA020000000003,1.090904,14551,15111,9364,1285,6812,52,236,5,5389
39,2016-03-02 20:27:52.054967,1456946872.054967,DECA020000000002,1.146569,13397,16256,14310,1287,7200,48,240,5,5391
39,2016-03-02 20:27:52.070567,1456946872.070567,DECA020000000003,1.078005,6829,15674,15208,1042,6787,40,237,5,5393
40,2016-03-02 20:27:52.086167,1456946872.086167,DECA020000000002,1.159467,13126,15508,13698,1035,6792,40,237,5,5395
40,2016-03-02 20:27:52.101767,1456946872.101767,DECA020000000003,1.083868,7515,15107,13928,1136,6281,44,234,5,5397
41,2016-03-02 20:27:52.117367,1456946872.117367,DECA020000000002,1.136016,13435,15823,13065,1234,6587,48,238,5,5399
41,2016-03-02 20:27:52.132967,1456946872.132967,DECA020000000003,1.063934,5974,14832,14330,1090,6156,44,231,5,5401
42,2016-03-02 20:27:52.148567,1456946872.148567,DECA020000000002,1.138361,13444,15959,14264,1338,7077,52,242,5,5403
42,2016-03-02 20:27:52.164167,1456946872.164167,DECA020000000003,1.075660,12634,15537,12566,1133,6838,44,233,5,5405
43,2016-03-02 20:27:52.195367,1456946872.195367,DECA020000000002,1.154777,14209,16120,13374,1484,7100,56,238,5,5407
43,2016-03-02 20:27:52.195367,1456946872.195367,DECA020000000003,1.082696,14310,14515,9564,1093,6576,44,233,5,5409
44,2016-03-02 20:27:52.226567,1456946872.226567,DECA020000000002,1.154777,14489,15704,11964,1281,6620,48,234,5,5411
44,2016-03-02 20:27:52.226567,1456946872.226567,DECA020000000003,1.093249,13272,14913,11894,996,6842,40,235,5,5413
45,2016-03-02 20:27:52.257767,1456946872.257767,DECA020000000002,1.134843,12818,15200,13681,944,6594,36,236,5,5415
45,2016-03-02 20:27:52.257767,1456946872.257767,DECA020000000003,1.078005,14819,15077,9214,1039,6802,40,233,5,5417
46,2016-03-02 20:27:52.288967,1456946872.288967,DECA020000000002,1.189955,14927,15757,11483,1037,6812,40,236,5,5419
46,2016-03-02 20:27:52.304568,1456946872.304568,DECA020000000003,1.100285,13932,14946,10606,910,6637,36,234,5,5421
47,2016-03-02 20:27:52.320168,1456946872.320168,DECA020000000002,1.157122,15654,17071,13250,1436,7841,56,255,5,5423
47,2016-03-02 20:27:52.335768,1456946872.335768,DECA020000000003,1.089731,6337,15410,14647,1186,6619,48,240,5,5425
48,2016-03-02 20:27:52.351368,1456946872.351368,DECA020000000002,1.154777,11258,15416,13812,941,6126,36,236,5,5427
48,2016-03-02 20:27:52.366968,1456946872.366968,DECA020000000003,1.080351,14887,15081,8465,1236,6696,48,234,5,5429
49,2016-03-02 20:27:52.398168,1456946872.398168,DECA020000000002,1.128980,12244,15789,14019,1072,6701,40,234,5,5431
49,2016-03-02 20:27:52.398168,1456946872.398168,DECA020000000003,1.072142,11971,15570,13185,1130,6722,44,231,5,5433
50,2016-03-02 20:27:52.429368,1456946872.429368,DECA020000000002,1.128980,13157,15343,12588,1036,6191,40,232,5,5435
50,2016-03-02 20:27:52.429368,1456946872.429368,DECA020000000003,1.082696,7310,15623,15009,1140,6693,44,236,5,5437
51,2016-03-02 20:27:52.460568,1456946872.460568,DECA020000000002,1.141879,13264,15887,13990,1139,6989,44,238,5,5439
51,2016-03-02 20:27:52.460568,1456946872.460568,DECA020000000003,1.073315,12522,14550,12142,1093,6594,44,230,5,5441
52,2016-03-02 20:27:52.491768,1456946872.491768,DECA020000000002,1.132498,12434,15617,13769,1075,6566,40,231,5,5443
52,2016-03-02 20:27:52.507368,1456946872.507368,DECA020000000003,1.102630,15217,15937,10161,1041,7116,40,240,5,5445
53,2016-03-02 20:27:52.522968,1456946872.522968,DECA020000000002,1.123117,15303,15443,9502,1034,6433,40,236,5,5447
53,2016-03-02 20:27:52.538568,1456946872.538568,DECA020000000003,1.068625,13864,15487,11123,940,6803,36,233,5,5449
54,2016-03-02 20:27:52.554168,1456946872.554168,DECA020000000002,1.148914,13763,15776,12217,1334,6457,52,239,5,5451
54,2016-03-02 20:27:52.569768,1456946872.569768,DECA020000000003,1.056899,7909,15093,14684,1133,6444,44,231,5,5453
55,2016-03-02 20:27:52.585368,1456946872.585368,DECA020000000002,1.153604,13145,15679,13053,1132,6458,44,233,5,5455
55,2016-03-02 20:27:52.600968,1456946872.600968,DECA020000000003,1.097939,13453,14726,11461,1092,6756,44,237,5,5457
56,2016-03-02 20:27:52.632168,1456946872.632168,DECA020000000002,1.136016,12582,15288,13549,1430,6574,56,235,5,5459
56,2016-03-02 20:27:52.632168,1456946872.632168,DECA020000000003,1.085041,8179,14495,13768,1185,6176,48,230,5,5461
57,2016-03-02 20:27:52.663368,1456946872.663368,DECA020000000002,1.134843,10208,15684,14712,1133,6629,44,235,5,5463
57,2016-03-02 20:27:52.663368,1456946872.663368,DECA020000000003,1.089731,13804,15641,11064,1134,6904,44,234,5,5465
58,2016-03-02 20:27:52.694568,1456946872.694568,DECA020000000002,1.159467,13041,15262,13584,1185,6666,48,238,5,5467
58,2016-03-02 20:27:52.694568,1456946872.694568,DECA020000000003,1.094422,12221,15276,13235,1334,6877,52,231,5,5469
59,2016-03-02 20:27:52.725768,1456946872.725768,DECA020000000002,1.125462,11472,15406,13056,1041,6023,40,235,5,5471
59,2016-03-02 20:27:52.741368,1456946872.741368,DECA020000000003,1.097939,14935,15708,9789,1230,7101,48,235,5,5473
60,2016-03-02 20:27:52.756968,1456946872.756968,DECA020000000002,1.167675,13686,15804,13459,1130,6928,44,236,5,5475
60,2016-03-02 20:27:52.772568,1456946872.772568,DECA020000000003,1.103802,14293,15423,10457,1330,6648,52,234,5,5477
61,2016-03-02 20:27:52.788168,1456946872.788168,DECA020000000002,1.154777,13227,15966,14264,1232,7091,48,239,5,5479
61,2016-03-02 20:27:52.803768,1456946872.803768,DECA020000000003,1.063934,12020,15724,12656,1183,6861,44,234,5,5481
62,2016-03-02 20:27:52.834968,1456946872.834968,DECA020000000002,1.136016,14332,15116,10350,1038,6330,40,232,5,5483
62,2016-03-02 20:27:52.834968,1456946872.834968,DECA020000000003,1.094422,14578,14793,9444,1184,6554,48,237,5,5485
63,2016-03-02 20:27:52.850568,1456946872.850568,DECA020000000002,1.155950,12555,16117,14098,1081,6855,40,237,5,5487
63,2016-03-02 20:27:52.866169,1456946872.866169,DECA020000000003,1.106148,6661,15674,15177,1235,6783,48,237,5,5489
64,2016-03-02 20:27:52.897369,1456946872.897369,DECA020000000002,1.145396,9599,15553,14796,1032,6554,40,236,5,5491
64,2016-03-02 20:27:52.897369,1456946872.897369,DECA020000000003,1.069797,13042,15193,12351,1040,6758,40,232,5,5493
65,2016-03-02 20:27:52.928569,1456946872.928569,DECA020000000002,1.153604,13006,16273,14352,1079,7118,40,240,5,5495
65,2016-03-02 20:27:52.944169,1456946872.944169,DECA020000000003,1.052208,13425,15689,11491,1085,6882,40,233,5,5497
66,2016-03-02 20:27:52.959769,1456946872.959769,DECA020000000002,1.136016,13300,15070,12442,1377,6106,56,236,5,5499
66,2016-03-02 20:27:52.975369,1456946872.975369,DECA020000000003,1.081523,8468,15368,14056,1232,6343,48,233,5,5501
67,2016-03-02 20:27:52.990969,1456946872.990969,DECA020000000002,1.155950,12760,15604,14023,1138,6790,44,235,5,5503
67,2016-03-02 20:27:53.006569,1456946873.006569,DECA020000000003,1.102630,12551,15004,11604,1232,6405,48,234,5,5505
68,2016-03-02 20:27:53.022169,1456946873.022169,DECA020000000002,1.155950,12306,14488,12961,998,6130,40,232,5,5507
68,2016-03-02 20:27:53.037769,1456946873.037769,DECA020000000003,1.058071,11867,15815,12544,1136,6864,44,236,5,5509
69,2016-03-02 20:27:53.068969,1456946873.068969,DECA020000000002,1.154777,13283,15396,13601,1335,6832,52,238,5,5511
69,2016-03-02 20:27:53.068969,1456946873.068969,DECA020000000003,1.066279,7430,15248,15185,1133,6959,44,236,5,5513
70,2016-03-02 20:27:53.084569,1456946873.084569,DECA020000000002,1.136016,15193,15730,10577,1334,6586,52,238,5,5515
70,2016-03-02 20:27:53.100169,1456946873.100169,DECA020000000003,1.072142,11775,15442,13599,1142,7031,44,234,5,5517
71,2016-03-02 20:27:53.131369,1456946873.131369,DECA020000000002,1.132498,14950,16016,11815,1236,7010,48,238,5,5519
71,2016-03-02 20:27:53.131369,1456946873.131369,DECA020000000003,1.061589,13640,15722,11183,1236,6919,48,240,5,5521
72,2016-03-02 20:27:53.162569,1456946873.162569,DECA020000000002,1.145396,9204,15271,14860,1095,6552,44,238,5,5523
72,2016-03-02 20:27:53.178169,1456946873.178169,DECA020000000003,1.080351,13715,14653,11031,1277,6670,52,235,5,5525
73,2016-03-02 20:27:53.193769,1456946873.193769,DECA020000000002,1.140706,14171,16026,13153,976,6937,36,237,5,5527
73,2016-03-02 20:27:53.209369,1456946873.209369,DECA020000000003,1.076833,11923,15431,13434,1139,6927,44,231,5,5529
74,2016-03-02 20:27:53.224969,1456946873.224969,DECA020000000002,1.121944,14069,15658,13159,943,6903,36,235,5,5531
74,2016-03-02 20:27:53.240569,1456946873.240569,DECA020000000003,1.075660,11790,15336,12765,1235,6335,48,229,5,5533
75,2016-03-02 20:27:53.256169,1456946873.256169,DECA020000000002,1.146569,14885,15226,10821,1430,6583,56,236,5,5535
75,2016-03-02 20:27:53.271769,1456946873.271769,DECA020000000003,1.096767,14154,15435,10467,1036,6659,40,231,5,5537
76,2016-03-02 20:27:53.287369,1456946873.287369,DECA020000000002,1.133670,12797,14904,13197,1136,6346,44,232,5,5539
76,2016-03-02 20:27:53.302969,1456946873.302969,DECA020000000003,1.073315,14655,16250,12595,1331,7896,52,252,5,5541
77,2016-03-02 20:27:53.334169,1456946873.334169,DECA020000000002,1.143051,13903,15953,13477,1177,6910,44,236,5,5543
77,2016-03-02 20:27:53.334169,1456946873.334169,DECA020000000003,1.103802,8301,15348,14006,1135,6538,44,238,5,5545
78,2016-03-02 20:27:53.365369,1456946873.365369,DECA020000000002,1.121944,13044,15466,13422,1383,6520,52,230,5,5547
78,2016-03-02 20:27:53.365369,1456946873.365369,DECA020000000003,1.074488,13739,15744,11684,1235,6741,48,235,5,5549
79,2016-03-02 20:27:53.396569,1456946873.396569,DECA020000000002,1.152432,14537,14972,11271,1001,6591,40,240,5,5551
79,2016-03-02 20:27:53.412169,1456946873.412169,DECA020000000003,1.061589,11742,15866,13086,1179,6937,44,234,5,5553
80,2016-03-02 20:27:53.427769,1456946873.427769,DECA020000000002,1.125462,12814,15821,14465,1139,7108,44,242,5,5555
80,2016-03-02 20:27:53.443370,1456946873.44337,DECA020000000003,1.101457,13443,16022,12247,1140,7203,44,240,5,5557
81,2016-03-02 20:27:53.458970,1456946873.45897,DECA020000000002,1.141879,13264,15745,12945,1140,6526,44,239,5,5559
81,2016-03-02 20:27:53.474570,1456946873.47457,DECA020000000003,1.079178,12519,15534,11400,1139,6548,44,233,5,5561
82,2016-03-02 20:27:53.490170,1456946873.49017,DECA020000000002,1.151259,14235,15950,12993,1079,6914,40,237,5,5563
82,2016-03-02 20:27:53.505770,1456946873.50577,DECA020000000003,1.094422,14816,15594,10224,1244,6745,48,236,5,5565
83,2016-03-02 20:27:53.521370,1456946873.52137,DECA020000000002,1.137188,15423,16048,10362,1231,7044,48,240,5,5567
83,2016-03-02 20:27:53.536970,1456946873.53697,DECA020000000003,1.087386,6300,14947,14450,1092,6667,44,236,5,5569
84,2016-03-02 20:27:53.568170,1456946873.56817,DECA020000000002,1.157122,13890,15003,11972,1093,6453,44,236,5,5571
84,2016-03-02 20:27:53.568170,1456946873.56817,DECA020000000003,1.101457,15305,15379,9233,1134,6823,44,239,5,5573
85,2016-03-02 20:27:53.599370,1456946873.59937,DECA020000000002,1.145396,13256,15456,13168,1035,6485,40,230,5,5575
85,2016-03-02 20:27:53.599370,1456946873.59937,DECA020000000003,1.093249,7622,15516,15008,1035,6793,40,235,5,5577
86,2016-03-02 20:27:53.630570,1456946873.63057,DECA020000000002,1.153604,14226,15829,13032,1136,6917,44,236,5,5579
86,2016-03-02 20:27:53.646170,1456946873.64617,DECA020000000003,1.076833,12109,14972,12614,1238,6645,48,231,5,5581
87,2016-03-02 20:27:53.661770,1456946873.66177,DECA020000000002,1.146569,15166,16090,11387,1428,6927,56,241,5,5583
87,2016-03-02 20:27:53.677370,1456946873.67737,DECA020000000003,1.063934,14996,14797,8170,1039,6631,40,232,5,5585
88,2016-03-02 20:27:53.692970,1456946873.69297,DECA020000000002,1.171193,14853,15403,11281,1186,6434,48,242,5,5587
88,2016-03-02 20:27:53.708570,1456946873.70857,DECA020000000003,1.100285,7368,15021,14053,1134,6183,44,232,5,5589
89,2016-03-02 20:27:53.724170,1456946873.72417,DECA020000000002,1.150087,13272,14759,13097,1273,6401,52,233,5,5591
89,2016-03-02 20:27:53.739770,1456946873.73977,DECA020000000003,1.080351,12388,15674,12914,1138,6843,44,235,5,5593
90,2016-03-02 20:27:53.755370,1456946873.75537,DECA020000000002,1.164158,14301,15164,11048,997,6109,40,237,5,5595
90,2016-03-02 20:27:53.770970,1456946873.77097,DECA020000000003,1.088559,13499,15956,11671,1280,7029,48,236,5,5597
91,2016-03-02 20:27:53.802170,1456946873.80217,DECA020000000002,1.130153,15353,16090,10659,1232,6835,48,242,5,5599
91,2016-03-02 20:27:53.802170,1456946873.80217,DECA020000000003,1.072142,13749,15705,10941,1177,6867,44,233,5,5601
92,2016-03-02 20:27:53.833370,1456946873.83337,DECA020000000002,1.127807,15108,15797,10732,1034,6739,40,236,5,5603
92,2016-03-02 20:27:53.848970,1456946873.84897,DECA020000000003,1.080351,10154,14985,13735,1002,6721,40,238,5,5605
93,2016-03-02 20:27:53.864570,1456946873.86457,DECA020000000002,1.164158,13857,14861,11742,1094,6347,44,234,5,5607
93,2016-03-02 20:27:53.864570,1456946873.86457,DECA020000000003,1.089731,7356,15335,15290,947,7087,36,239,5,5609
94,2016-03-02 20:27:53.895770,1456946873.89577,DECA020000000002,1.162985,13770,15275,12424,1043,6514,40,231,5,5611
94,2016-03-02 20:27:53.911370,1456946873.91137,DECA020000000003,1.095594,14651,16148,10617,1385,7289,52,240,5,5613
95,2016-03-02 20:27:53.926970,1456946873.92697,DECA020000000002,1.136016,15059,15586,9467,1043,6423,40,236,5,5615
95,2016-03-02 20:27:53.942570,1456946873.94257,DECA020000000003,1.076833,13197,15143,12684,1187,7165,48,240,5,5617
96,2016-03-02 20:27:53.958170,1456946873.95817,DECA020000000002,1.170021,13707,14733,12259,1090,6418,44,234,5,5619
96,2016-03-02 20:27:53.973770,1456946873.97377,DECA020000000003,1.075660,13630,15162,11638,1095,6840,44,236,5,5621
97,2016-03-02 20:27:53.989370,1456946873.98937,DECA020000000002,1.144224,15274,16072,11102,1283,6897,48,238,5,5623
97,2016-03-02 20:27:54.004971,1456946874.004971,DECA020000000003,1.081523,6912,14057,14437,1090,6258,44,232,5,5625
98,2016-03-02 20:27:54.020571,1456946874.020571,DECA020000000002,1.130153,13976,15598,12928,1038,6745,40,234,5,5627
98,2016-03-02 20:27:54.036171,1456946874.036171,DECA020000000003,1.096767,7602,15561,14506,1138,6607,44,238,5,5629
99,2016-03-02 20:27:54.067371,1456946874.067371,DECA020000000002,1.124290,9287,15720,15186,1432,6806,56,240,5,5631
99,2016-03-02 20:27:54.067371,1456946874.067371,DECA020000000003,1.081523,7847,15670,15061,1037,6864,40,237,5,5633
100,2016-03-02 20:27:54.098571,1456946874.098571,DECA020000000002,1.179401,14488,15941,12565,1037,7022,40,238,5,5635
100,2016-03-02 20:27:54.098571,1456946874.098571,DECA020000000003,1.069797,13904,15527,11068,1229,6559,48,234,5,5637
101,2016-03-02 20:27:54.129771,1456946874.129771,DECA020000000002,1.152432,13526,15186,12961,997,6595,40,236,5,5639
101,2016-03-02 20:27:54.145371,1456946874.145371,DECA020000000003,1.080351,10308,15592,13660,934,6526,36,236,5,5641
102,2016-03-02 20:27:54.160971,1456946874.160971,DECA020000000002,1.144224,6906,15425,14875,1337,6177,52,233,5,5643
102,2016-03-02 20:27:54.176571,1456946874.176571,DECA020000000003,1.081523,14756,15553,10058,1137,6929,44,237,5,5645
103,2016-03-02 20:27:54.192171,1456946874.192171,DECA020000000002,1.141879,10126,15717,14753,1134,6732,44,237,5,5647
103,2016-03-02 20:27:54.207771,1456946874.207771,DECA020000000003,1.072142,13448,15693,12099,1139,6721,44,235,5,5649
104,2016-03-02 20:27:54.223371,1456946874.223371,DECA020000000002,1.118427,12526,15893,13668,1233,6481,48,241,5,5651
104,2016-03-02 20:27:54.238971,1456946874.238971,DECA020000000003,1.082696,8693,15502,14415,1232,6737,48,233,5,5653
105,2016-03-02 20:27:54.270171,1456946874.270171,DECA020000000002,1.155950,13699,15841,13008,1386,6674,52,234,5,5655
105,2016-03-02 20:27:54.270171,1456946874.270171,DECA020000000003,1.092076,12628,14711,11519,1091,6486,44,232,5,5657
106,2016-03-02 20:27:54.301371,1456946874.301371,DECA020000000002,1.162985,13996,15767,13430,1041,6903,40,237,5,5659
106,2016-03-02 20:27:54.301371,1456946874.301371,DECA020000000003,1.095594,6801,15315,15012,1233,6533,48,232,5,5661
107,2016-03-02 20:27:54.332571,1456946874.332571,DECA020000000002,1.144224,12338,15758,13623,972,6455,36,234,5,5663
107,2016-03-02 20:27:54.332571,1456946874.332571,DECA020000000003,1.069797,12859,15924,13607,1045,7462,40,239,5,5665
108,2016-03-02 20:27:54.363771,1456946874.363771,DECA020000000002,1.152432,13733,15737,12999,1382,6727,52,234,5,5667
108,2016-03-02 20:27:54.379371,1456946874.379371,DECA020000000003,1.062762,8871,15076,14303,1096,6666,44,236,5,5669
109,2016-03-02 20:27:54.394971,1456946874.394971,DECA020000000002,1.117254,13608,15232,13250,1237,6704,48,235,5,5671
109,2016-03-02 20:27:54.410571,1456946874.410571,DECA020000000003,1.068625,14833,15967,10888,1137,6896,44,238,5,5673
